TargetName	Module	CodeClass	GeneID	SystematicName	Negative
MPV17	Hs_R_NGS_WTA_v1.0	Endogenous	4358	MPV17	FALSE
MSH3	Hs_R_NGS_WTA_v1.0	Endogenous	4437	MSH3	FALSE
MSH4	Hs_R_NGS_WTA_v1.0	Endogenous	4438	MSH4	FALSE
MSI1	Hs_R_NGS_WTA_v1.0	Endogenous	4440	MSI1	FALSE
MSN	Hs_R_NGS_WTA_v1.0	Endogenous	4478	MSN	FALSE
MSR1	Hs_R_NGS_WTA_v1.0	Endogenous	4481	MSR1	FALSE
MAP3K10	Hs_R_NGS_WTA_v1.0	Endogenous	4294	MAP3K10	FALSE
MST1R	Hs_R_NGS_WTA_v1.0	Endogenous	4486	MST1R	FALSE
MSX1	Hs_R_NGS_WTA_v1.0	Endogenous	4487	MSX1	FALSE
MSX2	Hs_R_NGS_WTA_v1.0	Endogenous	4488	MSX2	FALSE
MTAP	Hs_R_NGS_WTA_v1.0	Endogenous	4507	MTAP	FALSE
NUDT1	Hs_R_NGS_WTA_v1.0	Endogenous	4521	NUDT1	FALSE
MTRR	Hs_R_NGS_WTA_v1.0	Endogenous	4552	MTRR	FALSE
MTX1	Hs_R_NGS_WTA_v1.0	Endogenous	4580	MTX1	FALSE
MUC2	Hs_R_NGS_WTA_v1.0	Endogenous	4583	MUC2	FALSE
MUC5B	Hs_R_NGS_WTA_v1.0	Endogenous	727897	MUC5B	FALSE
MVD	Hs_R_NGS_WTA_v1.0	Endogenous	4597	MVD	FALSE
MX1	Hs_R_NGS_WTA_v1.0	Endogenous	4599	MX1	FALSE
MYBPC1	Hs_R_NGS_WTA_v1.0	Endogenous	4604	MYBPC1	FALSE
MYBL2	Hs_R_NGS_WTA_v1.0	Endogenous	4605	MYBL2	FALSE
MYC	Hs_R_NGS_WTA_v1.0	Endogenous	4609	MYC	FALSE
MYD88	Hs_R_NGS_WTA_v1.0	Endogenous	4615	MYD88	FALSE
MYF6	Hs_R_NGS_WTA_v1.0	Endogenous	4618	MYF6	FALSE
MYH3	Hs_R_NGS_WTA_v1.0	Endogenous	4621	MYH3	FALSE
MYH6	Hs_R_NGS_WTA_v1.0	Endogenous	4624	MYH6	FALSE
MYH8	Hs_R_NGS_WTA_v1.0	Endogenous	4626	MYH8	FALSE
MYH9	Hs_R_NGS_WTA_v1.0	Endogenous	4627	MYH9	FALSE
MYL4	Hs_R_NGS_WTA_v1.0	Endogenous	4635	MYL4	FALSE
MYL5	Hs_R_NGS_WTA_v1.0	Endogenous	4636	MYL5	FALSE
MYOD1	Hs_R_NGS_WTA_v1.0	Endogenous	4654	MYOD1	FALSE
MYOG	Hs_R_NGS_WTA_v1.0	Endogenous	4656	MYOG	FALSE
PPP1R12A	Hs_R_NGS_WTA_v1.0	Endogenous	4659	PPP1R12A	FALSE
PPP1R12B	Hs_R_NGS_WTA_v1.0	Endogenous	4660	PPP1R12B	FALSE
NBN	Hs_R_NGS_WTA_v1.0	Endogenous	4683	NBN	FALSE
NCBP1	Hs_R_NGS_WTA_v1.0	Endogenous	4686	NCBP1	FALSE
NDN	Hs_R_NGS_WTA_v1.0	Endogenous	4692	NDN	FALSE
NDUFA4	Hs_R_NGS_WTA_v1.0	Endogenous	4697	NDUFA4	FALSE
NDUFA6	Hs_R_NGS_WTA_v1.0	Endogenous	4700	NDUFA6	FALSE
NDUFB3	Hs_R_NGS_WTA_v1.0	Endogenous	4709	NDUFB3	FALSE
NDUFB5	Hs_R_NGS_WTA_v1.0	Endogenous	4711	NDUFB5	FALSE
NDUFB6	Hs_R_NGS_WTA_v1.0	Endogenous	4712	NDUFB6	FALSE
NDUFC1	Hs_R_NGS_WTA_v1.0	Endogenous	4717	NDUFC1	FALSE
NDUFS4	Hs_R_NGS_WTA_v1.0	Endogenous	4724	NDUFS4	FALSE
NDUFS8	Hs_R_NGS_WTA_v1.0	Endogenous	4728	NDUFS8	FALSE
NEK2	Hs_R_NGS_WTA_v1.0	Endogenous	4751	NEK2	FALSE
NEK3	Hs_R_NGS_WTA_v1.0	Endogenous	4752	NEK3	FALSE
NEO1	Hs_R_NGS_WTA_v1.0	Endogenous	4756	NEO1	FALSE
NEUROD1	Hs_R_NGS_WTA_v1.0	Endogenous	4760	NEUROD1	FALSE
NFIX	Hs_R_NGS_WTA_v1.0	Endogenous	4784	NFIX	FALSE
NFKBIB	Hs_R_NGS_WTA_v1.0	Endogenous	4793	NFKBIB	FALSE
NFX1	Hs_R_NGS_WTA_v1.0	Endogenous	4799	NFX1	FALSE
NFYA	Hs_R_NGS_WTA_v1.0	Endogenous	4800	NFYA	FALSE
NGF	Hs_R_NGS_WTA_v1.0	Endogenous	4803	NGF	FALSE
NGFR	Hs_R_NGS_WTA_v1.0	Endogenous	4804	NGFR	FALSE
NID1	Hs_R_NGS_WTA_v1.0	Endogenous	4811	NID1	FALSE
NMBR	Hs_R_NGS_WTA_v1.0	Endogenous	4829	NMBR	FALSE
NME3	Hs_R_NGS_WTA_v1.0	Endogenous	4832	NME3	FALSE
NOVA2	Hs_R_NGS_WTA_v1.0	Endogenous	4858	NOVA2	FALSE
NPAS1	Hs_R_NGS_WTA_v1.0	Endogenous	4861	NPAS1	FALSE
NPAS2	Hs_R_NGS_WTA_v1.0	Endogenous	4862	NPAS2	FALSE
NPAT	Hs_R_NGS_WTA_v1.0	Endogenous	4863	NPAT	FALSE
NPPB	Hs_R_NGS_WTA_v1.0	Endogenous	4879	NPPB	FALSE
NPTX1	Hs_R_NGS_WTA_v1.0	Endogenous	4884	NPTX1	FALSE
NPTX2	Hs_R_NGS_WTA_v1.0	Endogenous	4885	NPTX2	FALSE
NRAS	Hs_R_NGS_WTA_v1.0	Endogenous	4893	NRAS	FALSE
NT5E	Hs_R_NGS_WTA_v1.0	Endogenous	4907	NT5E	FALSE
NTF3	Hs_R_NGS_WTA_v1.0	Endogenous	4908	NTF3	FALSE
NTHL1	Hs_R_NGS_WTA_v1.0	Endogenous	4913	NTHL1	FALSE
NTSR1	Hs_R_NGS_WTA_v1.0	Endogenous	4923	NTSR1	FALSE
TBC1D25	Hs_R_NGS_WTA_v1.0	Endogenous	4943	TBC1D25	FALSE
OAZ2	Hs_R_NGS_WTA_v1.0	Endogenous	4947	OAZ2	FALSE
OLR1	Hs_R_NGS_WTA_v1.0	Endogenous	4973	OLR1	FALSE
OMG	Hs_R_NGS_WTA_v1.0	Endogenous	4974	OMG	FALSE
TNFRSF11B	Hs_R_NGS_WTA_v1.0	Endogenous	4982	TNFRSF11B	FALSE
OR1D2	Hs_R_NGS_WTA_v1.0	Endogenous	4991	OR1D2	FALSE
OR3A1	Hs_R_NGS_WTA_v1.0	Endogenous	4994	OR3A1	FALSE
OR3A2	Hs_R_NGS_WTA_v1.0	Endogenous	4995	OR3A2	FALSE
ORC5	Hs_R_NGS_WTA_v1.0	Endogenous	5001	ORC5	FALSE
SLC22A18	Hs_R_NGS_WTA_v1.0	Endogenous	5002	SLC22A18	FALSE
OSBP	Hs_R_NGS_WTA_v1.0	Endogenous	5007	OSBP	FALSE
OVGP1	Hs_R_NGS_WTA_v1.0	Endogenous	5016	OVGP1	FALSE
P2RX1	Hs_R_NGS_WTA_v1.0	Endogenous	5023	P2RX1	FALSE
P2RX3	Hs_R_NGS_WTA_v1.0	Endogenous	5024	P2RX3	FALSE
P2RX7	Hs_R_NGS_WTA_v1.0	Endogenous	5027	P2RX7	FALSE
P2RY1	Hs_R_NGS_WTA_v1.0	Endogenous	5028	P2RY1	FALSE
P2RY2	Hs_R_NGS_WTA_v1.0	Endogenous	5029	P2RY2	FALSE
P2RY4	Hs_R_NGS_WTA_v1.0	Endogenous	5030	P2RY4	FALSE
P2RY11	Hs_R_NGS_WTA_v1.0	Endogenous	5032, 692312	P2RY11, PPAN-P2RY11	FALSE
PEBP1	Hs_R_NGS_WTA_v1.0	Endogenous	5037	PEBP1	FALSE
PABPC1	Hs_R_NGS_WTA_v1.0	Endogenous	26986	PABPC1	FALSE
PCSK6	Hs_R_NGS_WTA_v1.0	Endogenous	5046	PCSK6	FALSE
PAFAH1B2	Hs_R_NGS_WTA_v1.0	Endogenous	5049	PAFAH1B2	FALSE
PRDX1	Hs_R_NGS_WTA_v1.0	Endogenous	5052	PRDX1	FALSE
SERPINB2	Hs_R_NGS_WTA_v1.0	Endogenous	5055	SERPINB2	FALSE
PAK1	Hs_R_NGS_WTA_v1.0	Endogenous	5058	PAK1	FALSE
PAK2	Hs_R_NGS_WTA_v1.0	Endogenous	5062	PAK2	FALSE
REG3A	Hs_R_NGS_WTA_v1.0	Endogenous	5068	REG3A	FALSE
PAPPA	Hs_R_NGS_WTA_v1.0	Endogenous	5069	PAPPA	FALSE
PAWR	Hs_R_NGS_WTA_v1.0	Endogenous	5074	PAWR	FALSE
PBX1	Hs_R_NGS_WTA_v1.0	Endogenous	5087	PBX1	FALSE
PBX2	Hs_R_NGS_WTA_v1.0	Endogenous	5089	PBX2	FALSE
PCDH1	Hs_R_NGS_WTA_v1.0	Endogenous	5097	PCDH1	FALSE
PCDH7	Hs_R_NGS_WTA_v1.0	Endogenous	5099	PCDH7	FALSE
PCDH8	Hs_R_NGS_WTA_v1.0	Endogenous	5100	PCDH8	FALSE
PCK1	Hs_R_NGS_WTA_v1.0	Endogenous	5105	PCK1	FALSE
PCOLCE	Hs_R_NGS_WTA_v1.0	Endogenous	5118	PCOLCE	FALSE
PCSK2	Hs_R_NGS_WTA_v1.0	Endogenous	5126	PCSK2	FALSE
CDK17	Hs_R_NGS_WTA_v1.0	Endogenous	5128	CDK17	FALSE
CDK18	Hs_R_NGS_WTA_v1.0	Endogenous	5129	CDK18	FALSE
PDC	Hs_R_NGS_WTA_v1.0	Endogenous	5132	PDC	FALSE
PDE6D	Hs_R_NGS_WTA_v1.0	Endogenous	5147	PDE6D	FALSE
PDE6G	Hs_R_NGS_WTA_v1.0	Endogenous	5148	PDE6G	FALSE
PDE7A	Hs_R_NGS_WTA_v1.0	Endogenous	5150	PDE7A	FALSE
PDGFA	Hs_R_NGS_WTA_v1.0	Endogenous	5154	PDGFA	FALSE
PDGFRB	Hs_R_NGS_WTA_v1.0	Endogenous	5159	PDGFRB	FALSE
PDK1	Hs_R_NGS_WTA_v1.0	Endogenous	5163	PDK1	FALSE
PDK2	Hs_R_NGS_WTA_v1.0	Endogenous	5164	PDK2	FALSE
PDK4	Hs_R_NGS_WTA_v1.0	Endogenous	5166	PDK4	FALSE
PDPK1	Hs_R_NGS_WTA_v1.0	Endogenous	5170	PDPK1	FALSE
PDZK1	Hs_R_NGS_WTA_v1.0	Endogenous	5174	PDZK1	FALSE
SERPINF1	Hs_R_NGS_WTA_v1.0	Endogenous	5176	SERPINF1	FALSE
PER1	Hs_R_NGS_WTA_v1.0	Endogenous	5187	PER1	FALSE
PEX13	Hs_R_NGS_WTA_v1.0	Endogenous	5194	PEX13	FALSE
PF4	Hs_R_NGS_WTA_v1.0	Endogenous	5196	PF4	FALSE
PF4V1	Hs_R_NGS_WTA_v1.0	Endogenous	5197	PF4V1	FALSE
CFP	Hs_R_NGS_WTA_v1.0	Endogenous	5199	CFP	FALSE
PFDN1	Hs_R_NGS_WTA_v1.0	Endogenous	5201	PFDN1	FALSE
PFDN4	Hs_R_NGS_WTA_v1.0	Endogenous	5203	PFDN4	FALSE
PFKFB1	Hs_R_NGS_WTA_v1.0	Endogenous	5207	PFKFB1	FALSE
PFKP	Hs_R_NGS_WTA_v1.0	Endogenous	5214	PFKP	FALSE
PFN2	Hs_R_NGS_WTA_v1.0	Endogenous	5217	PFN2	FALSE
PGC	Hs_R_NGS_WTA_v1.0	Endogenous	5225	PGC	FALSE
PGD	Hs_R_NGS_WTA_v1.0	Endogenous	5226	PGD	FALSE
PGF	Hs_R_NGS_WTA_v1.0	Endogenous	5228	PGF	FALSE
PI3	Hs_R_NGS_WTA_v1.0	Endogenous	5266	PI3	FALSE
SERPINB5	Hs_R_NGS_WTA_v1.0	Endogenous	5268	SERPINB5	FALSE
PIGF	Hs_R_NGS_WTA_v1.0	Endogenous	5281	PIGF	FALSE
PIK3C2A	Hs_R_NGS_WTA_v1.0	Endogenous	5286	PIK3C2A	FALSE
PIK3C2B	Hs_R_NGS_WTA_v1.0	Endogenous	5287	PIK3C2B	FALSE
PIK3C3	Hs_R_NGS_WTA_v1.0	Endogenous	5289	PIK3C3	FALSE
PIM1	Hs_R_NGS_WTA_v1.0	Endogenous	5292	PIM1	FALSE
PIK3CG	Hs_R_NGS_WTA_v1.0	Endogenous	5294	PIK3CG	FALSE
PIP	Hs_R_NGS_WTA_v1.0	Endogenous	5304	PIP	FALSE
PITX1	Hs_R_NGS_WTA_v1.0	Endogenous	5307	PITX1	FALSE
PLAGL2	Hs_R_NGS_WTA_v1.0	Endogenous	5326	PLAGL2	FALSE
PLCG1	Hs_R_NGS_WTA_v1.0	Endogenous	5335	PLCG1	FALSE
PLCG2	Hs_R_NGS_WTA_v1.0	Endogenous	5336	PLCG2	FALSE
PLEK	Hs_R_NGS_WTA_v1.0	Endogenous	5341	PLEK	FALSE
PLIN1	Hs_R_NGS_WTA_v1.0	Endogenous	5346	PLIN1	FALSE
PLN	Hs_R_NGS_WTA_v1.0	Endogenous	5350	PLN	FALSE
PLP2	Hs_R_NGS_WTA_v1.0	Endogenous	5355	PLP2	FALSE
PLRG1	Hs_R_NGS_WTA_v1.0	Endogenous	5356	PLRG1	FALSE
PLS1	Hs_R_NGS_WTA_v1.0	Endogenous	5357	PLS1	FALSE
PMCH	Hs_R_NGS_WTA_v1.0	Endogenous	5367	PMCH	FALSE
PML	Hs_R_NGS_WTA_v1.0	Endogenous	5371	PML	FALSE
PMM1	Hs_R_NGS_WTA_v1.0	Endogenous	5372	PMM1	FALSE
PMP2	Hs_R_NGS_WTA_v1.0	Endogenous	5375	PMP2	FALSE
PNMT	Hs_R_NGS_WTA_v1.0	Endogenous	5409	PNMT	FALSE
PNN	Hs_R_NGS_WTA_v1.0	Endogenous	5411	PNN	FALSE
SEPTIN5	Hs_R_NGS_WTA_v1.0	Endogenous	100526833, 5413	SEPTIN5, SEPT5-GP1BB	FALSE
POLA2	Hs_R_NGS_WTA_v1.0	Endogenous	23649	POLA2	FALSE
POLB	Hs_R_NGS_WTA_v1.0	Endogenous	5423	POLB	FALSE
POLE2	Hs_R_NGS_WTA_v1.0	Endogenous	5427	POLE2	FALSE
POLG	Hs_R_NGS_WTA_v1.0	Endogenous	5428	POLG	FALSE
POLR2E	Hs_R_NGS_WTA_v1.0	Endogenous	5434	POLR2E	FALSE
POLR2G	Hs_R_NGS_WTA_v1.0	Endogenous	5436	POLR2G	FALSE
POU2F1	Hs_R_NGS_WTA_v1.0	Endogenous	5451	POU2F1	FALSE
POU2F2	Hs_R_NGS_WTA_v1.0	Endogenous	5452	POU2F2	FALSE
POU3F1	Hs_R_NGS_WTA_v1.0	Endogenous	5453	POU3F1	FALSE
POU4F3	Hs_R_NGS_WTA_v1.0	Endogenous	5459	POU4F3	FALSE
POU5F1	Hs_R_NGS_WTA_v1.0	Endogenous	100009667, 5460, 5462	POU5F1B, POU5F1, POU5F1P5	FALSE
PPAT	Hs_R_NGS_WTA_v1.0	Endogenous	5471	PPAT	FALSE
PPBP	Hs_R_NGS_WTA_v1.0	Endogenous	5473	PPBP	FALSE
PPL	Hs_R_NGS_WTA_v1.0	Endogenous	5493	PPL	FALSE
PPP1CA	Hs_R_NGS_WTA_v1.0	Endogenous	5499	PPP1CA	FALSE
PPP1CB	Hs_R_NGS_WTA_v1.0	Endogenous	5500	PPP1CB	FALSE
PPP1CC	Hs_R_NGS_WTA_v1.0	Endogenous	5501	PPP1CC	FALSE
PPP1R3A	Hs_R_NGS_WTA_v1.0	Endogenous	5506	PPP1R3A	FALSE
PPP1R7	Hs_R_NGS_WTA_v1.0	Endogenous	5510	PPP1R7	FALSE
PPP1R10	Hs_R_NGS_WTA_v1.0	Endogenous	5514	PPP1R10	FALSE
PPP2CA	Hs_R_NGS_WTA_v1.0	Endogenous	5515	PPP2CA	FALSE
PPP2R1B	Hs_R_NGS_WTA_v1.0	Endogenous	5519	PPP2R1B	FALSE
PPP2R3A	Hs_R_NGS_WTA_v1.0	Endogenous	5523	PPP2R3A	FALSE
PPP2R5C	Hs_R_NGS_WTA_v1.0	Endogenous	5527	PPP2R5C	FALSE
PPP4C	Hs_R_NGS_WTA_v1.0	Endogenous	5531	PPP4C	FALSE
PPP6C	Hs_R_NGS_WTA_v1.0	Endogenous	5537	PPP6C	FALSE
PPY	Hs_R_NGS_WTA_v1.0	Endogenous	5539	PPY	FALSE
PRELP	Hs_R_NGS_WTA_v1.0	Endogenous	5549	PRELP	FALSE
PREP	Hs_R_NGS_WTA_v1.0	Endogenous	5550	PREP	FALSE
PRG2	Hs_R_NGS_WTA_v1.0	Endogenous	5553	PRG2	FALSE
HHEX	Hs_R_NGS_WTA_v1.0	Endogenous	3087	HHEX	FALSE
PRKACA	Hs_R_NGS_WTA_v1.0	Endogenous	5566	PRKACA	FALSE
PRKACG	Hs_R_NGS_WTA_v1.0	Endogenous	5568	PRKACG	FALSE
PRKAG1	Hs_R_NGS_WTA_v1.0	Endogenous	5571	PRKAG1	FALSE
PRKCA	Hs_R_NGS_WTA_v1.0	Endogenous	5578	PRKCA	FALSE
PRKCI	Hs_R_NGS_WTA_v1.0	Endogenous	5584	PRKCI	FALSE
PRKD1	Hs_R_NGS_WTA_v1.0	Endogenous	5587	PRKD1	FALSE
PRKCSH	Hs_R_NGS_WTA_v1.0	Endogenous	5589	PRKCSH	FALSE
PRKCZ	Hs_R_NGS_WTA_v1.0	Endogenous	5590	PRKCZ	FALSE
MAPK4	Hs_R_NGS_WTA_v1.0	Endogenous	5596	MAPK4	FALSE
MAPK6	Hs_R_NGS_WTA_v1.0	Endogenous	5597	MAPK6	FALSE
MAPK8	Hs_R_NGS_WTA_v1.0	Endogenous	5599	MAPK8	FALSE
MAPK11	Hs_R_NGS_WTA_v1.0	Endogenous	5600	MAPK11	FALSE
MAPK13	Hs_R_NGS_WTA_v1.0	Endogenous	5603	MAPK13	FALSE
MAP2K1	Hs_R_NGS_WTA_v1.0	Endogenous	5604	MAP2K1	FALSE
MAP2K6	Hs_R_NGS_WTA_v1.0	Endogenous	5608	MAP2K6	FALSE
PRM1	Hs_R_NGS_WTA_v1.0	Endogenous	5619	PRM1	FALSE
PRM2	Hs_R_NGS_WTA_v1.0	Endogenous	5620	PRM2	FALSE
PROX1	Hs_R_NGS_WTA_v1.0	Endogenous	5629	PROX1	FALSE
PRPS1	Hs_R_NGS_WTA_v1.0	Endogenous	5631	PRPS1	FALSE
PRPSAP1	Hs_R_NGS_WTA_v1.0	Endogenous	5635	PRPSAP1	FALSE
PRPSAP2	Hs_R_NGS_WTA_v1.0	Endogenous	5636	PRPSAP2	FALSE
CHMP1A	Hs_R_NGS_WTA_v1.0	Endogenous	5119	CHMP1A	FALSE
PRSS3	Hs_R_NGS_WTA_v1.0	Endogenous	154754, 5644, 5645, 5646	PRSS1, PRSS3, PRSS2, PRSS3P2	FALSE
PRSS8	Hs_R_NGS_WTA_v1.0	Endogenous	5652	PRSS8	FALSE
KLK6	Hs_R_NGS_WTA_v1.0	Endogenous	5653	KLK6	FALSE
HTRA1	Hs_R_NGS_WTA_v1.0	Endogenous	5654	HTRA1	FALSE
PSG5	Hs_R_NGS_WTA_v1.0	Endogenous	5673	PSG5	FALSE
PSG7	Hs_R_NGS_WTA_v1.0	Endogenous	5676	PSG7	FALSE
PSMA2	Hs_R_NGS_WTA_v1.0	Endogenous	5683	PSMA2	FALSE
PSMA4	Hs_R_NGS_WTA_v1.0	Endogenous	5685	PSMA4	FALSE
PSMA5	Hs_R_NGS_WTA_v1.0	Endogenous	5686	PSMA5	FALSE
PSMA6	Hs_R_NGS_WTA_v1.0	Endogenous	5687	PSMA6	FALSE
PSMA7	Hs_R_NGS_WTA_v1.0	Endogenous	5688	PSMA7	FALSE
PSMB1	Hs_R_NGS_WTA_v1.0	Endogenous	5689	PSMB1	FALSE
PSMB2	Hs_R_NGS_WTA_v1.0	Endogenous	5690	PSMB2	FALSE
PSMB6	Hs_R_NGS_WTA_v1.0	Endogenous	5694	PSMB6	FALSE
PSMB7	Hs_R_NGS_WTA_v1.0	Endogenous	5695	PSMB7	FALSE
PSMB9	Hs_R_NGS_WTA_v1.0	Endogenous	5698	PSMB9	FALSE
PSMC2	Hs_R_NGS_WTA_v1.0	Endogenous	5701	PSMC2	FALSE
PSMC5	Hs_R_NGS_WTA_v1.0	Endogenous	5705	PSMC5	FALSE
PSMC6	Hs_R_NGS_WTA_v1.0	Endogenous	5706	PSMC6	FALSE
PSMD2	Hs_R_NGS_WTA_v1.0	Endogenous	5708	PSMD2	FALSE
PSMD3	Hs_R_NGS_WTA_v1.0	Endogenous	5709	PSMD3	FALSE
PSMD4	Hs_R_NGS_WTA_v1.0	Endogenous	266971, 5710	PSMD4, PIPSL	FALSE
PSMD7	Hs_R_NGS_WTA_v1.0	Endogenous	5713	PSMD7	FALSE
PSMD8	Hs_R_NGS_WTA_v1.0	Endogenous	5714	PSMD8	FALSE
PSMD10	Hs_R_NGS_WTA_v1.0	Endogenous	5716	PSMD10	FALSE
PSME2	Hs_R_NGS_WTA_v1.0	Endogenous	5721	PSME2	FALSE
TWF1	Hs_R_NGS_WTA_v1.0	Endogenous	5756	TWF1	FALSE
PTMA	Hs_R_NGS_WTA_v1.0	Endogenous	5757	PTMA	FALSE
PTMS	Hs_R_NGS_WTA_v1.0	Endogenous	5763	PTMS	FALSE
PTN	Hs_R_NGS_WTA_v1.0	Endogenous	5764	PTN	FALSE
PTPN1	Hs_R_NGS_WTA_v1.0	Endogenous	5770	PTPN1	FALSE
PTPN2	Hs_R_NGS_WTA_v1.0	Endogenous	5771	PTPN2	FALSE
PTPN4	Hs_R_NGS_WTA_v1.0	Endogenous	5775	PTPN4	FALSE
PTPN6	Hs_R_NGS_WTA_v1.0	Endogenous	5777	PTPN6	FALSE
PTPN9	Hs_R_NGS_WTA_v1.0	Endogenous	5780	PTPN9	FALSE
PTPN11	Hs_R_NGS_WTA_v1.0	Endogenous	5781	PTPN11	FALSE
PTPN12	Hs_R_NGS_WTA_v1.0	Endogenous	5782	PTPN12	FALSE
PTPRA	Hs_R_NGS_WTA_v1.0	Endogenous	5786	PTPRA	FALSE
PTPRD	Hs_R_NGS_WTA_v1.0	Endogenous	5789	PTPRD	FALSE
PTPRF	Hs_R_NGS_WTA_v1.0	Endogenous	5792	PTPRF	FALSE
PTPRG	Hs_R_NGS_WTA_v1.0	Endogenous	5793	PTPRG	FALSE
PTPRH	Hs_R_NGS_WTA_v1.0	Endogenous	5794	PTPRH	FALSE
PTPRM	Hs_R_NGS_WTA_v1.0	Endogenous	5797	PTPRM	FALSE
PTPRS	Hs_R_NGS_WTA_v1.0	Endogenous	5802	PTPRS	FALSE
PTPRZ1	Hs_R_NGS_WTA_v1.0	Endogenous	5803	PTPRZ1	FALSE
PTX3	Hs_R_NGS_WTA_v1.0	Endogenous	5806	PTX3	FALSE
PVALB	Hs_R_NGS_WTA_v1.0	Endogenous	5816	PVALB	FALSE
PYGB	Hs_R_NGS_WTA_v1.0	Endogenous	5834	PYGB	FALSE
PYGL	Hs_R_NGS_WTA_v1.0	Endogenous	5836	PYGL	FALSE
PZP	Hs_R_NGS_WTA_v1.0	Endogenous	5858	PZP	FALSE
RAB2A	Hs_R_NGS_WTA_v1.0	Endogenous	5862	RAB2A	FALSE
RAB3A	Hs_R_NGS_WTA_v1.0	Endogenous	5864	RAB3A	FALSE
RAB3B	Hs_R_NGS_WTA_v1.0	Endogenous	5865	RAB3B	FALSE
RAB5B	Hs_R_NGS_WTA_v1.0	Endogenous	5869, 6821	SUOX, RAB5B	FALSE
RAB6A	Hs_R_NGS_WTA_v1.0	Endogenous	5870	RAB6A	FALSE
RAB13	Hs_R_NGS_WTA_v1.0	Endogenous	5872	RAB13	FALSE
RABIF	Hs_R_NGS_WTA_v1.0	Endogenous	5877	RABIF	FALSE
RAC2	Hs_R_NGS_WTA_v1.0	Endogenous	5880	RAC2	FALSE
RAD23B	Hs_R_NGS_WTA_v1.0	Endogenous	5887	RAD23B	FALSE
RAD51C	Hs_R_NGS_WTA_v1.0	Endogenous	5889	RAD51C	FALSE
RAD51B	Hs_R_NGS_WTA_v1.0	Endogenous	5890	RAD51B	FALSE
RAD51D	Hs_R_NGS_WTA_v1.0	Endogenous	5892	RAD51D	FALSE
RAF1	Hs_R_NGS_WTA_v1.0	Endogenous	5894	RAF1	FALSE
RALB	Hs_R_NGS_WTA_v1.0	Endogenous	5899	RALB	FALSE
RANBP1	Hs_R_NGS_WTA_v1.0	Endogenous	5902	RANBP1	FALSE
RANGAP1	Hs_R_NGS_WTA_v1.0	Endogenous	5905	RANGAP1	FALSE
RAP1GAP	Hs_R_NGS_WTA_v1.0	Endogenous	5909	RAP1GAP	FALSE
RARS1	Hs_R_NGS_WTA_v1.0	Endogenous	5917	RARS1	FALSE
RARRES2	Hs_R_NGS_WTA_v1.0	Endogenous	5919	RARRES2	FALSE
RASA1	Hs_R_NGS_WTA_v1.0	Endogenous	5921	RASA1	FALSE
RBBP7	Hs_R_NGS_WTA_v1.0	Endogenous	5931	RBBP7	FALSE
RBBP8	Hs_R_NGS_WTA_v1.0	Endogenous	5932	RBBP8	FALSE
RBP1	Hs_R_NGS_WTA_v1.0	Endogenous	5947	RBP1	FALSE
RCN1	Hs_R_NGS_WTA_v1.0	Endogenous	5954	RCN1	FALSE
RCN2	Hs_R_NGS_WTA_v1.0	Endogenous	5955	RCN2	FALSE
RCVRN	Hs_R_NGS_WTA_v1.0	Endogenous	5957	RCVRN	FALSE
NELFE	Hs_R_NGS_WTA_v1.0	Endogenous	7936	NELFE	FALSE
RDH5	Hs_R_NGS_WTA_v1.0	Endogenous	100528022, 5959	RDH5, BLOC1S1-RDH5	FALSE
REG1A	Hs_R_NGS_WTA_v1.0	Endogenous	5967	REG1A	FALSE
RENBP	Hs_R_NGS_WTA_v1.0	Endogenous	5973	RENBP	FALSE
UPF1	Hs_R_NGS_WTA_v1.0	Endogenous	5976	UPF1	FALSE
REV3L	Hs_R_NGS_WTA_v1.0	Endogenous	5980	REV3L	FALSE
RFC3	Hs_R_NGS_WTA_v1.0	Endogenous	5983	RFC3	FALSE
RFNG	Hs_R_NGS_WTA_v1.0	Endogenous	5986	RFNG	FALSE
RFX1	Hs_R_NGS_WTA_v1.0	Endogenous	5989	RFX1	FALSE
RGR	Hs_R_NGS_WTA_v1.0	Endogenous	5995	RGR	FALSE
RGS1	Hs_R_NGS_WTA_v1.0	Endogenous	5996	RGS1	FALSE
RGS2	Hs_R_NGS_WTA_v1.0	Endogenous	5997	RGS2	FALSE
RGS7	Hs_R_NGS_WTA_v1.0	Endogenous	6000	RGS7	FALSE
RGS13	Hs_R_NGS_WTA_v1.0	Endogenous	6003	RGS13	FALSE
RGS16	Hs_R_NGS_WTA_v1.0	Endogenous	6004	RGS16	FALSE
GRK1	Hs_R_NGS_WTA_v1.0	Endogenous	6011	GRK1	FALSE
RIT2	Hs_R_NGS_WTA_v1.0	Endogenous	6014	RIT2	FALSE
RING1	Hs_R_NGS_WTA_v1.0	Endogenous	6015	RING1	FALSE
RNASE1	Hs_R_NGS_WTA_v1.0	Endogenous	6035	RNASE1	FALSE
RNASE2	Hs_R_NGS_WTA_v1.0	Endogenous	6036	RNASE2	FALSE
RNASE3	Hs_R_NGS_WTA_v1.0	Endogenous	6037	RNASE3	FALSE
RNASEH1	Hs_R_NGS_WTA_v1.0	Endogenous	246243	RNASEH1	FALSE
RNF4	Hs_R_NGS_WTA_v1.0	Endogenous	6047	RNF4	FALSE
