TargetName	Module	CodeClass	GeneID	SystematicName	Negative
ASIC4	Hs_R_NGS_WTA_v1.0	Endogenous	55515	ASIC4	FALSE
SNX20	Hs_R_NGS_WTA_v1.0	Endogenous	124460	SNX20	FALSE
VSX2	Hs_R_NGS_WTA_v1.0	Endogenous	338917	VSX2	FALSE
SCARF2	Hs_R_NGS_WTA_v1.0	Endogenous	91179	SCARF2	FALSE
CREB5	Hs_R_NGS_WTA_v1.0	Endogenous	9586	CREB5	FALSE
P4HA3	Hs_R_NGS_WTA_v1.0	Endogenous	283208	P4HA3	FALSE
WASHC1	Hs_R_NGS_WTA_v1.0	Endogenous	102723897, 653635, 100287171, 375260, 100288778	WASH2P, WASH8P, WASHC1, WASH9P, WASH7P	FALSE
CLEC10A	Hs_R_NGS_WTA_v1.0	Endogenous	10462	CLEC10A	FALSE
PRDM1	Hs_R_NGS_WTA_v1.0	Endogenous	639	PRDM1	FALSE
DHRS2	Hs_R_NGS_WTA_v1.0	Endogenous	10202	DHRS2	FALSE
TSGA10	Hs_R_NGS_WTA_v1.0	Endogenous	80705	TSGA10	FALSE
ERG	Hs_R_NGS_WTA_v1.0	Endogenous	2078	ERG	FALSE
ADAMTS9	Hs_R_NGS_WTA_v1.0	Endogenous	56999	ADAMTS9	FALSE
HEATR3	Hs_R_NGS_WTA_v1.0	Endogenous	55027	HEATR3	FALSE
XRRA1	Hs_R_NGS_WTA_v1.0	Endogenous	143570	XRRA1	FALSE
COX8C	Hs_R_NGS_WTA_v1.0	Endogenous	57578, 341947	UNC79, COX8C	FALSE
GLT6D1	Hs_R_NGS_WTA_v1.0	Endogenous	360203	GLT6D1	FALSE
GNAL	Hs_R_NGS_WTA_v1.0	Endogenous	2774	GNAL	FALSE
HPN	Hs_R_NGS_WTA_v1.0	Endogenous	3249	HPN	FALSE
VIRMA	Hs_R_NGS_WTA_v1.0	Endogenous	25962	VIRMA	FALSE
ZMYND8	Hs_R_NGS_WTA_v1.0	Endogenous	23613	ZMYND8	FALSE
SLC9C1	Hs_R_NGS_WTA_v1.0	Endogenous	285335	SLC9C1	FALSE
PRSS38	Hs_R_NGS_WTA_v1.0	Endogenous	339501	PRSS38	FALSE
CYP2U1	Hs_R_NGS_WTA_v1.0	Endogenous	113612	CYP2U1	FALSE
IKZF3	Hs_R_NGS_WTA_v1.0	Endogenous	22806	IKZF3	FALSE
TMEM37	Hs_R_NGS_WTA_v1.0	Endogenous	140738	TMEM37	FALSE
PAXX	Hs_R_NGS_WTA_v1.0	Endogenous	286257	PAXX	FALSE
BTBD8	Hs_R_NGS_WTA_v1.0	Endogenous	284697	BTBD8	FALSE
RGS11	Hs_R_NGS_WTA_v1.0	Endogenous	8786	RGS11	FALSE
RLIM	Hs_R_NGS_WTA_v1.0	Endogenous	51132	RLIM	FALSE
ASNS	Hs_R_NGS_WTA_v1.0	Endogenous	440, 107986827	ASNS, CZ1P-ASNS	FALSE
ADCY5	Hs_R_NGS_WTA_v1.0	Endogenous	111	ADCY5	FALSE
PXDC1	Hs_R_NGS_WTA_v1.0	Endogenous	221749	PXDC1	FALSE
CYP26C1	Hs_R_NGS_WTA_v1.0	Endogenous	340665	CYP26C1	FALSE
PRSS48	Hs_R_NGS_WTA_v1.0	Endogenous	345062	PRSS48	FALSE
ARRDC4	Hs_R_NGS_WTA_v1.0	Endogenous	91947	ARRDC4	FALSE
OVCH1	Hs_R_NGS_WTA_v1.0	Endogenous	341350	OVCH1	FALSE
RNF13	Hs_R_NGS_WTA_v1.0	Endogenous	105375378, 11342	LOC105375378, RNF13	FALSE
EML5	Hs_R_NGS_WTA_v1.0	Endogenous	161436	EML5	FALSE
CADPS	Hs_R_NGS_WTA_v1.0	Endogenous	8618	CADPS	FALSE
UBE3B	Hs_R_NGS_WTA_v1.0	Endogenous	89910	UBE3B	FALSE
KIF1B	Hs_R_NGS_WTA_v1.0	Endogenous	23095	KIF1B	FALSE
RNF19A	Hs_R_NGS_WTA_v1.0	Endogenous	25897	RNF19A	FALSE
FBXO25	Hs_R_NGS_WTA_v1.0	Endogenous	26260	FBXO25	FALSE
RBM38	Hs_R_NGS_WTA_v1.0	Endogenous	55544	RBM38	FALSE
CREB3L2	Hs_R_NGS_WTA_v1.0	Endogenous	64764	CREB3L2	FALSE
DND1	Hs_R_NGS_WTA_v1.0	Endogenous	100996745, 373863	LOC100996745, DND1	FALSE
ZNF804A	Hs_R_NGS_WTA_v1.0	Endogenous	91752	ZNF804A	FALSE
GPR151	Hs_R_NGS_WTA_v1.0	Endogenous	134391	GPR151	FALSE
UBE2I	Hs_R_NGS_WTA_v1.0	Endogenous	7329	UBE2I	FALSE
RBPMS2	Hs_R_NGS_WTA_v1.0	Endogenous	348093	RBPMS2	FALSE
FRMD7	Hs_R_NGS_WTA_v1.0	Endogenous	90167	FRMD7	FALSE
CLDN23	Hs_R_NGS_WTA_v1.0	Endogenous	137075	CLDN23	FALSE
SRRM4	Hs_R_NGS_WTA_v1.0	Endogenous	84530	SRRM4	FALSE
LRRC74A	Hs_R_NGS_WTA_v1.0	Endogenous	145497	LRRC74A	FALSE
TMEM65	Hs_R_NGS_WTA_v1.0	Endogenous	157378	TMEM65	FALSE
SASS6	Hs_R_NGS_WTA_v1.0	Endogenous	163786	SASS6	FALSE
IDO2	Hs_R_NGS_WTA_v1.0	Endogenous	169355	IDO2	FALSE
SPATA24	Hs_R_NGS_WTA_v1.0	Endogenous	202051	SPATA24	FALSE
ITPRID1	Hs_R_NGS_WTA_v1.0	Endogenous	223075	ITPRID1	FALSE
RALGAPA1	Hs_R_NGS_WTA_v1.0	Endogenous	26134, 253959	RALGAPA1, RALGAPA1P1	FALSE
ESPNL	Hs_R_NGS_WTA_v1.0	Endogenous	339768	ESPNL	FALSE
ZBTB41	Hs_R_NGS_WTA_v1.0	Endogenous	360023	ZBTB41	FALSE
LYPD6	Hs_R_NGS_WTA_v1.0	Endogenous	130574	LYPD6	FALSE
B3GLCT	Hs_R_NGS_WTA_v1.0	Endogenous	145173	B3GLCT	FALSE
ZNF169	Hs_R_NGS_WTA_v1.0	Endogenous	169841	ZNF169	FALSE
TMSB15B	Hs_R_NGS_WTA_v1.0	Endogenous	286527	TMSB15B	FALSE
RNF38	Hs_R_NGS_WTA_v1.0	Endogenous	152006	RNF38	FALSE
CEP43	Hs_R_NGS_WTA_v1.0	Endogenous	11116	CEP43	FALSE
RNASE4	Hs_R_NGS_WTA_v1.0	Endogenous	6038	RNASE4	FALSE
VAPA	Hs_R_NGS_WTA_v1.0	Endogenous	9218	VAPA	FALSE
RNF212	Hs_R_NGS_WTA_v1.0	Endogenous	285498	RNF212	FALSE
CLEC4A	Hs_R_NGS_WTA_v1.0	Endogenous	50856	CLEC4A	FALSE
RNF126	Hs_R_NGS_WTA_v1.0	Endogenous	55658	RNF126	FALSE
ADAMTS6	Hs_R_NGS_WTA_v1.0	Endogenous	11174	ADAMTS6	FALSE
CLEC7A	Hs_R_NGS_WTA_v1.0	Endogenous	64581	CLEC7A	FALSE
GLRX2	Hs_R_NGS_WTA_v1.0	Endogenous	51022	GLRX2	FALSE
SLC10A6	Hs_R_NGS_WTA_v1.0	Endogenous	345274	SLC10A6	FALSE
BOLL	Hs_R_NGS_WTA_v1.0	Endogenous	66037	BOLL	FALSE
BTNL3	Hs_R_NGS_WTA_v1.0	Endogenous	10917	BTNL3	FALSE
ZNF189	Hs_R_NGS_WTA_v1.0	Endogenous	7743	ZNF189	FALSE
HEMGN	Hs_R_NGS_WTA_v1.0	Endogenous	55363	HEMGN	FALSE
CD247	Hs_R_NGS_WTA_v1.0	Endogenous	919	CD247	FALSE
SCN5A	Hs_R_NGS_WTA_v1.0	Endogenous	6331	SCN5A	FALSE
TSC22D3	Hs_R_NGS_WTA_v1.0	Endogenous	1831	TSC22D3	FALSE
GNPNAT1	Hs_R_NGS_WTA_v1.0	Endogenous	64841	GNPNAT1	FALSE
OR2C3	Hs_R_NGS_WTA_v1.0	Endogenous	81472	OR2C3	FALSE
LRRC56	Hs_R_NGS_WTA_v1.0	Endogenous	115399	LRRC56	FALSE
RNF148	Hs_R_NGS_WTA_v1.0	Endogenous	378925	RNF148	FALSE
AQP1	Hs_R_NGS_WTA_v1.0	Endogenous	358	AQP1	FALSE
EBAG9	Hs_R_NGS_WTA_v1.0	Endogenous	9166	EBAG9	FALSE
CSMD3	Hs_R_NGS_WTA_v1.0	Endogenous	114788	CSMD3	FALSE
CATSPER4	Hs_R_NGS_WTA_v1.0	Endogenous	378807	CATSPER4	FALSE
ABHD15	Hs_R_NGS_WTA_v1.0	Endogenous	116236	ABHD15	FALSE
CPXM2	Hs_R_NGS_WTA_v1.0	Endogenous	119587	CPXM2	FALSE
ARSK	Hs_R_NGS_WTA_v1.0	Endogenous	153642	ARSK	FALSE
UTS2B	Hs_R_NGS_WTA_v1.0	Endogenous	257313	UTS2B	FALSE
TREML4	Hs_R_NGS_WTA_v1.0	Endogenous	285852	TREML4	FALSE
TMEM95	Hs_R_NGS_WTA_v1.0	Endogenous	339168	TMEM95	FALSE
QRFPR	Hs_R_NGS_WTA_v1.0	Endogenous	84109	QRFPR	FALSE
QRFP	Hs_R_NGS_WTA_v1.0	Endogenous	347148	QRFP	FALSE
GRHL1	Hs_R_NGS_WTA_v1.0	Endogenous	29841	GRHL1	FALSE
OSTN	Hs_R_NGS_WTA_v1.0	Endogenous	344901	OSTN	FALSE
OVCH2	Hs_R_NGS_WTA_v1.0	Endogenous	341277	OVCH2	FALSE
CAV2	Hs_R_NGS_WTA_v1.0	Endogenous	858	CAV2	FALSE
SNRPB2	Hs_R_NGS_WTA_v1.0	Endogenous	6629	SNRPB2	FALSE
RGS12	Hs_R_NGS_WTA_v1.0	Endogenous	6002	RGS12	FALSE
TERT	Hs_R_NGS_WTA_v1.0	Endogenous	7015	TERT	FALSE
SPO11	Hs_R_NGS_WTA_v1.0	Endogenous	23626	SPO11	FALSE
LMOD3	Hs_R_NGS_WTA_v1.0	Endogenous	56203	LMOD3	FALSE
LYSMD3	Hs_R_NGS_WTA_v1.0	Endogenous	116068	LYSMD3	FALSE
SMYD1	Hs_R_NGS_WTA_v1.0	Endogenous	150572	SMYD1	FALSE
TMEM17	Hs_R_NGS_WTA_v1.0	Endogenous	200728	TMEM17	FALSE
SLC37A2	Hs_R_NGS_WTA_v1.0	Endogenous	219855	SLC37A2	FALSE
BCLAF3	Hs_R_NGS_WTA_v1.0	Endogenous	256643	BCLAF3	FALSE
GPRIN3	Hs_R_NGS_WTA_v1.0	Endogenous	285513	GPRIN3	FALSE
EYS	Hs_R_NGS_WTA_v1.0	Endogenous	346007	EYS	FALSE
WDR86	Hs_R_NGS_WTA_v1.0	Endogenous	349136	WDR86	FALSE
TTC8	Hs_R_NGS_WTA_v1.0	Endogenous	123016	TTC8	FALSE
KLHL17	Hs_R_NGS_WTA_v1.0	Endogenous	339451	KLHL17	FALSE
E2F6	Hs_R_NGS_WTA_v1.0	Endogenous	102724865, 102724563, 1876	E2F6, LOC102724563, LOC102724865	FALSE
UBA5	Hs_R_NGS_WTA_v1.0	Endogenous	79876	UBA5	FALSE
KCTD8	Hs_R_NGS_WTA_v1.0	Endogenous	386617	KCTD8	FALSE
TEX14	Hs_R_NGS_WTA_v1.0	Endogenous	56155	TEX14	FALSE
CACNA1G	Hs_R_NGS_WTA_v1.0	Endogenous	8913	CACNA1G	FALSE
ANKRD46	Hs_R_NGS_WTA_v1.0	Endogenous	157567	ANKRD46	FALSE
HACD2	Hs_R_NGS_WTA_v1.0	Endogenous	201562	HACD2	FALSE
MMD2	Hs_R_NGS_WTA_v1.0	Endogenous	221938	MMD2	FALSE
KCTD4	Hs_R_NGS_WTA_v1.0	Endogenous	386618	KCTD4	FALSE
BCAN	Hs_R_NGS_WTA_v1.0	Endogenous	63827	BCAN	FALSE
NRN1L	Hs_R_NGS_WTA_v1.0	Endogenous	123904	NRN1L	FALSE
RINL	Hs_R_NGS_WTA_v1.0	Endogenous	126432	RINL	FALSE
C1orf122	Hs_R_NGS_WTA_v1.0	Endogenous	127687	C1orf122	FALSE
GOLT1A	Hs_R_NGS_WTA_v1.0	Endogenous	127845	GOLT1A	FALSE
REG3G	Hs_R_NGS_WTA_v1.0	Endogenous	130120, 5068	REG3G, REG3A	FALSE
EMB	Hs_R_NGS_WTA_v1.0	Endogenous	133418	EMB	FALSE
APOOL	Hs_R_NGS_WTA_v1.0	Endogenous	139322	APOOL	FALSE
FOXR2	Hs_R_NGS_WTA_v1.0	Endogenous	139628	FOXR2	FALSE
SSPOP	Hs_R_NGS_WTA_v1.0	Endogenous	23145	SSPOP	FALSE
FAM120C	Hs_R_NGS_WTA_v1.0	Endogenous	54954	FAM120C	FALSE
DENND2C	Hs_R_NGS_WTA_v1.0	Endogenous	163259	DENND2C	FALSE
GBP6	Hs_R_NGS_WTA_v1.0	Endogenous	163351	GBP6	FALSE
LONRF2	Hs_R_NGS_WTA_v1.0	Endogenous	164832	LONRF2	FALSE
CFAP20DC	Hs_R_NGS_WTA_v1.0	Endogenous	200844	CFAP20DC	FALSE
PRSS55	Hs_R_NGS_WTA_v1.0	Endogenous	203074	PRSS55	FALSE
NRK	Hs_R_NGS_WTA_v1.0	Endogenous	203447	NRK	FALSE
RSBN1L	Hs_R_NGS_WTA_v1.0	Endogenous	222194	RSBN1L	FALSE
KANK3	Hs_R_NGS_WTA_v1.0	Endogenous	256949	KANK3	FALSE
OLFML1	Hs_R_NGS_WTA_v1.0	Endogenous	283298	OLFML1	FALSE
C19orf54	Hs_R_NGS_WTA_v1.0	Endogenous	284325	C19orf54	FALSE
CXCL17	Hs_R_NGS_WTA_v1.0	Endogenous	284340	CXCL17	FALSE
NKPD1	Hs_R_NGS_WTA_v1.0	Endogenous	284353	NKPD1	FALSE
TPRX1	Hs_R_NGS_WTA_v1.0	Endogenous	284355	TPRX1	FALSE
VSTM1	Hs_R_NGS_WTA_v1.0	Endogenous	284415	VSTM1	FALSE
SH2D6	Hs_R_NGS_WTA_v1.0	Endogenous	284948	SH2D6	FALSE
ZNF621	Hs_R_NGS_WTA_v1.0	Endogenous	285268	ZNF621	FALSE
TPRG1	Hs_R_NGS_WTA_v1.0	Endogenous	285386	TPRG1	FALSE
RPL7L1	Hs_R_NGS_WTA_v1.0	Endogenous	285855	RPL7L1	FALSE
CENATAC	Hs_R_NGS_WTA_v1.0	Endogenous	338657	CENATAC	FALSE
CIBAR2	Hs_R_NGS_WTA_v1.0	Endogenous	339145	CIBAR2	FALSE
ANKRD45	Hs_R_NGS_WTA_v1.0	Endogenous	339416	ANKRD45	FALSE
ZFP69	Hs_R_NGS_WTA_v1.0	Endogenous	339559	ZFP69	FALSE
C11orf53	Hs_R_NGS_WTA_v1.0	Endogenous	341032	C11orf53	FALSE
SMTNL2	Hs_R_NGS_WTA_v1.0	Endogenous	342527	SMTNL2	FALSE
KCNT2	Hs_R_NGS_WTA_v1.0	Endogenous	343450	KCNT2	FALSE
PAQR9	Hs_R_NGS_WTA_v1.0	Endogenous	344838	PAQR9	FALSE
ATP13A5	Hs_R_NGS_WTA_v1.0	Endogenous	344905	ATP13A5	FALSE
LRIT3	Hs_R_NGS_WTA_v1.0	Endogenous	345193	LRIT3	FALSE
FAM174A	Hs_R_NGS_WTA_v1.0	Endogenous	345757	FAM174A	FALSE
KLRG2	Hs_R_NGS_WTA_v1.0	Endogenous	346689	KLRG2	FALSE
ITIH6	Hs_R_NGS_WTA_v1.0	Endogenous	347365	ITIH6	FALSE
DGAT2L6	Hs_R_NGS_WTA_v1.0	Endogenous	347516	DGAT2L6	FALSE
GALNT18	Hs_R_NGS_WTA_v1.0	Endogenous	374378	GALNT18	FALSE
TBC1D10C	Hs_R_NGS_WTA_v1.0	Endogenous	374403	TBC1D10C	FALSE
TEX9	Hs_R_NGS_WTA_v1.0	Endogenous	374618	TEX9	FALSE
KIF7	Hs_R_NGS_WTA_v1.0	Endogenous	374654	KIF7	FALSE
ZNF710	Hs_R_NGS_WTA_v1.0	Endogenous	374655	ZNF710	FALSE
HDDC3	Hs_R_NGS_WTA_v1.0	Endogenous	374659	HDDC3	FALSE
MXRA7	Hs_R_NGS_WTA_v1.0	Endogenous	439921	MXRA7	FALSE
ATP9B	Hs_R_NGS_WTA_v1.0	Endogenous	374868	ATP9B	FALSE
TEX45	Hs_R_NGS_WTA_v1.0	Endogenous	374877	TEX45	FALSE
ZNF699	Hs_R_NGS_WTA_v1.0	Endogenous	374879	ZNF699	FALSE
B3GNT8	Hs_R_NGS_WTA_v1.0	Endogenous	374907	B3GNT8	FALSE
IGFL1	Hs_R_NGS_WTA_v1.0	Endogenous	374918	IGFL1	FALSE
DRAXIN	Hs_R_NGS_WTA_v1.0	Endogenous	374946	DRAXIN	FALSE
MIGA1	Hs_R_NGS_WTA_v1.0	Endogenous	374986	MIGA1	FALSE
MIA3	Hs_R_NGS_WTA_v1.0	Endogenous	375056	MIA3	FALSE
FAM89A	Hs_R_NGS_WTA_v1.0	Endogenous	375061	FAM89A	FALSE
RBM43	Hs_R_NGS_WTA_v1.0	Endogenous	375287	RBM43	FALSE
CATIP	Hs_R_NGS_WTA_v1.0	Endogenous	375307	CATIP	FALSE
LHFPL4	Hs_R_NGS_WTA_v1.0	Endogenous	375323	LHFPL4	FALSE
C3orf62	Hs_R_NGS_WTA_v1.0	Endogenous	375341	C3orf62	FALSE
STIMATE	Hs_R_NGS_WTA_v1.0	Endogenous	375346	STIMATE	FALSE
NRROS	Hs_R_NGS_WTA_v1.0	Endogenous	375387	NRROS	FALSE
C5orf34	Hs_R_NGS_WTA_v1.0	Endogenous	375444	C5orf34	FALSE
SIMC1	Hs_R_NGS_WTA_v1.0	Endogenous	375484	SIMC1	FALSE
GJB7	Hs_R_NGS_WTA_v1.0	Endogenous	375519	GJB7	FALSE
VWC2	Hs_R_NGS_WTA_v1.0	Endogenous	375567	VWC2	FALSE
NAT16	Hs_R_NGS_WTA_v1.0	Endogenous	375607	NAT16	FALSE
SPATC1	Hs_R_NGS_WTA_v1.0	Endogenous	375686	SPATC1	FALSE
ENHO	Hs_R_NGS_WTA_v1.0	Endogenous	375704	ENHO	FALSE
LRRK2	Hs_R_NGS_WTA_v1.0	Endogenous	120892	LRRK2	FALSE
SLC27A1	Hs_R_NGS_WTA_v1.0	Endogenous	376497	SLC27A1	FALSE
ZC3H6	Hs_R_NGS_WTA_v1.0	Endogenous	376940	ZC3H6	FALSE
KLHL30	Hs_R_NGS_WTA_v1.0	Endogenous	377007	KLHL30	FALSE
CA13	Hs_R_NGS_WTA_v1.0	Endogenous	377677	CA13	FALSE
ENTPD8	Hs_R_NGS_WTA_v1.0	Endogenous	377841	ENTPD8	FALSE
NHLRC1	Hs_R_NGS_WTA_v1.0	Endogenous	378884	NHLRC1	FALSE
BSG	Hs_R_NGS_WTA_v1.0	Endogenous	682	BSG	FALSE
C1QTNF1	Hs_R_NGS_WTA_v1.0	Endogenous	114897	C1QTNF1	FALSE
RAB15	Hs_R_NGS_WTA_v1.0	Endogenous	376267	RAB15	FALSE
KRTAP10-4	Hs_R_NGS_WTA_v1.0	Endogenous	386672	KRTAP10-4	FALSE
KRTAP10-9	Hs_R_NGS_WTA_v1.0	Endogenous	386676	KRTAP10-9	FALSE
KRTAP10-11	Hs_R_NGS_WTA_v1.0	Endogenous	386678	KRTAP10-11	FALSE
KRTAP10-8	Hs_R_NGS_WTA_v1.0	Endogenous	386681	KRTAP10-8	FALSE
KRTAP10-3	Hs_R_NGS_WTA_v1.0	Endogenous	386680, 386672, 386682, 386677, 386678	KRTAP10-5, KRTAP10-4, KRTAP10-3, KRTAP10-1, KRTAP10-11	FALSE
KRTAP12-3	Hs_R_NGS_WTA_v1.0	Endogenous	386683	KRTAP12-3	FALSE
KRTAP12-4	Hs_R_NGS_WTA_v1.0	Endogenous	386684	KRTAP12-4	FALSE
AMIGO3	Hs_R_NGS_WTA_v1.0	Endogenous	386724	AMIGO3	FALSE
TDRD1	Hs_R_NGS_WTA_v1.0	Endogenous	56165	TDRD1	FALSE
ADGRD1	Hs_R_NGS_WTA_v1.0	Endogenous	283383	ADGRD1	FALSE
RAC1	Hs_R_NGS_WTA_v1.0	Endogenous	5879	RAC1	FALSE
FAM120AOS	Hs_R_NGS_WTA_v1.0	Endogenous	158293	FAM120AOS	FALSE
ZPBP2	Hs_R_NGS_WTA_v1.0	Endogenous	124626	ZPBP2	FALSE
FAM111A	Hs_R_NGS_WTA_v1.0	Endogenous	63901	FAM111A	FALSE
SIAH3	Hs_R_NGS_WTA_v1.0	Endogenous	283514	SIAH3	FALSE
PHLDB3	Hs_R_NGS_WTA_v1.0	Endogenous	653583	PHLDB3	FALSE
TRIM74	Hs_R_NGS_WTA_v1.0	Endogenous	375593, 135892, 378108	TRIM74, TRIM73, TRIM50	FALSE
PRICKLE2	Hs_R_NGS_WTA_v1.0	Endogenous	166336	PRICKLE2	FALSE
TBC1D9B	Hs_R_NGS_WTA_v1.0	Endogenous	23061	TBC1D9B	FALSE
TBC1D8B	Hs_R_NGS_WTA_v1.0	Endogenous	54885	TBC1D8B	FALSE
NUP43	Hs_R_NGS_WTA_v1.0	Endogenous	348995	NUP43	FALSE
FIBP	Hs_R_NGS_WTA_v1.0	Endogenous	9158	FIBP	FALSE
UBE3D	Hs_R_NGS_WTA_v1.0	Endogenous	90025	UBE3D	FALSE
MRGPRD	Hs_R_NGS_WTA_v1.0	Endogenous	116512	MRGPRD	FALSE
PYHIN1	Hs_R_NGS_WTA_v1.0	Endogenous	149628	PYHIN1	FALSE
OR7C1	Hs_R_NGS_WTA_v1.0	Endogenous	26664	OR7C1	FALSE
LCN6	Hs_R_NGS_WTA_v1.0	Endogenous	158062	LCN6	FALSE
DHX57	Hs_R_NGS_WTA_v1.0	Endogenous	90957	DHX57	FALSE
PTHLH	Hs_R_NGS_WTA_v1.0	Endogenous	5744	PTHLH	FALSE
NELFCD	Hs_R_NGS_WTA_v1.0	Endogenous	51497	NELFCD	FALSE
SYT10	Hs_R_NGS_WTA_v1.0	Endogenous	341359	SYT10	FALSE
STAC2	Hs_R_NGS_WTA_v1.0	Endogenous	342667	STAC2	FALSE
LIPI	Hs_R_NGS_WTA_v1.0	Endogenous	149998	LIPI	FALSE
LHFPL3	Hs_R_NGS_WTA_v1.0	Endogenous	375612	LHFPL3	FALSE
CYSRT1	Hs_R_NGS_WTA_v1.0	Endogenous	375791	CYSRT1	FALSE
TBPL2	Hs_R_NGS_WTA_v1.0	Endogenous	387332	TBPL2	FALSE
BRINP3	Hs_R_NGS_WTA_v1.0	Endogenous	339479	BRINP3	FALSE
NDUFAF3	Hs_R_NGS_WTA_v1.0	Endogenous	25915	NDUFAF3	FALSE
C21orf58	Hs_R_NGS_WTA_v1.0	Endogenous	54058	C21orf58	FALSE
MDFIC	Hs_R_NGS_WTA_v1.0	Endogenous	29969	MDFIC	FALSE
CNNM2	Hs_R_NGS_WTA_v1.0	Endogenous	54805	CNNM2	FALSE
VWA1	Hs_R_NGS_WTA_v1.0	Endogenous	64856	VWA1	FALSE
GGTLC2	Hs_R_NGS_WTA_v1.0	Endogenous	91227	GGTLC2	FALSE
PEDS1	Hs_R_NGS_WTA_v1.0	Endogenous	387521	PEDS1	FALSE
FAM221A	Hs_R_NGS_WTA_v1.0	Endogenous	340277	FAM221A	FALSE
XAF1	Hs_R_NGS_WTA_v1.0	Endogenous	54739	XAF1	FALSE
CARM1	Hs_R_NGS_WTA_v1.0	Endogenous	10498	CARM1	FALSE
CLUL1	Hs_R_NGS_WTA_v1.0	Endogenous	27098	CLUL1	FALSE
CXCL12	Hs_R_NGS_WTA_v1.0	Endogenous	6387	CXCL12	FALSE
BGLAP	Hs_R_NGS_WTA_v1.0	Endogenous	632, 100527963	BGLAP, PMF1-BGLAP	FALSE
KIRREL2	Hs_R_NGS_WTA_v1.0	Endogenous	84063	KIRREL2	FALSE
BPGM	Hs_R_NGS_WTA_v1.0	Endogenous	669	BPGM	FALSE
METAP1D	Hs_R_NGS_WTA_v1.0	Endogenous	254042	METAP1D	FALSE
UNC13D	Hs_R_NGS_WTA_v1.0	Endogenous	201294	UNC13D	FALSE
GPR150	Hs_R_NGS_WTA_v1.0	Endogenous	285601	GPR150	FALSE
VAMP1	Hs_R_NGS_WTA_v1.0	Endogenous	6843	VAMP1	FALSE
CCNG1	Hs_R_NGS_WTA_v1.0	Endogenous	900	CCNG1	FALSE
CACNB1	Hs_R_NGS_WTA_v1.0	Endogenous	782	CACNB1	FALSE
C19orf48	Hs_R_NGS_WTA_v1.0	Endogenous	84798	C19orf48	FALSE
SP6	Hs_R_NGS_WTA_v1.0	Endogenous	80320	SP6	FALSE
TOGARAM2	Hs_R_NGS_WTA_v1.0	Endogenous	165186	TOGARAM2	FALSE
ARHGAP27	Hs_R_NGS_WTA_v1.0	Endogenous	201176	ARHGAP27	FALSE
PRR19	Hs_R_NGS_WTA_v1.0	Endogenous	284338	PRR19	FALSE
DPPA3	Hs_R_NGS_WTA_v1.0	Endogenous	359787	DPPA3	FALSE
CCDC137	Hs_R_NGS_WTA_v1.0	Endogenous	339230	CCDC137	FALSE
NEK5	Hs_R_NGS_WTA_v1.0	Endogenous	341676	NEK5	FALSE
CENPS	Hs_R_NGS_WTA_v1.0	Endogenous	378708	CENPS	FALSE
CLDN8	Hs_R_NGS_WTA_v1.0	Endogenous	9073	CLDN8	FALSE
HOMER2	Hs_R_NGS_WTA_v1.0	Endogenous	9455	HOMER2	FALSE
THRA	Hs_R_NGS_WTA_v1.0	Endogenous	7067	THRA	FALSE
SPEM1	Hs_R_NGS_WTA_v1.0	Endogenous	374768	SPEM1	FALSE
ZSWIM9	Hs_R_NGS_WTA_v1.0	Endogenous	374920	ZSWIM9	FALSE
SVBP	Hs_R_NGS_WTA_v1.0	Endogenous	374969	SVBP	FALSE
PFN4	Hs_R_NGS_WTA_v1.0	Endogenous	375189	PFN4	FALSE
C9orf50	Hs_R_NGS_WTA_v1.0	Endogenous	375759	C9orf50	FALSE
ILDR2	Hs_R_NGS_WTA_v1.0	Endogenous	387597	ILDR2	FALSE
SLC22A25	Hs_R_NGS_WTA_v1.0	Endogenous	387601	SLC22A25	FALSE
SPG7	Hs_R_NGS_WTA_v1.0	Endogenous	6687	SPG7	FALSE
SOCS4	Hs_R_NGS_WTA_v1.0	Endogenous	122809	SOCS4	FALSE
COPE	Hs_R_NGS_WTA_v1.0	Endogenous	11316	COPE	FALSE
CACNA1C	Hs_R_NGS_WTA_v1.0	Endogenous	775	CACNA1C	FALSE
NANOS1	Hs_R_NGS_WTA_v1.0	Endogenous	340719	NANOS1	FALSE
KCNRG	Hs_R_NGS_WTA_v1.0	Endogenous	283518	KCNRG	FALSE
MOB4	Hs_R_NGS_WTA_v1.0	Endogenous	100529241, 25843	HSPE1-MOB4, MOB4	FALSE
UQCC1	Hs_R_NGS_WTA_v1.0	Endogenous	55245	UQCC1	FALSE
CCDC80	Hs_R_NGS_WTA_v1.0	Endogenous	151887	CCDC80	FALSE
MPRIP	Hs_R_NGS_WTA_v1.0	Endogenous	23164	MPRIP	FALSE
MTMR2	Hs_R_NGS_WTA_v1.0	Endogenous	8898	MTMR2	FALSE
EGFR	Hs_R_NGS_WTA_v1.0	Endogenous	1956	EGFR	FALSE
RTN3	Hs_R_NGS_WTA_v1.0	Endogenous	10313	RTN3	FALSE
TEAD4	Hs_R_NGS_WTA_v1.0	Endogenous	7004	TEAD4	FALSE
CDCP2	Hs_R_NGS_WTA_v1.0	Endogenous	200008	CDCP2	FALSE
LRRC10	Hs_R_NGS_WTA_v1.0	Endogenous	376132	LRRC10	FALSE
SLC16A13	Hs_R_NGS_WTA_v1.0	Endogenous	201232	SLC16A13	FALSE
