Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	CellType
ZNF737	0.2166987028987655	5.52307827536694	1.0055628756486419	0.31575861253815535	0.6094744957807322	-5.305868512891159	glomeruli
MRPL4	0.19125799124297357	6.336943175031829	1.2044610111353282	0.22973843429519694	0.5335225007685603	-5.305871324437091	glomeruli
PTPRJ	0.21584648039225054	5.774744415029299	1.065194237983355	0.28798530562690655	0.5839468213060729	-5.306080235107645	glomeruli
ZFYVE9	-0.2093399169573534	6.0653153895414205	-1.2005487028946917	0.2312501259068226	0.5350791558220752	-5.306583019013011	glomeruli
ZNF708	0.22056459474743667	5.9493104681531594	1.154537165436954	0.24956432400427211	0.5522133806519949	-5.306773404029553	glomeruli
SDS	0.23877337813990163	5.572495228902883	1.0320590222534582	0.3032064304986088	0.5993601586911195	-5.307413479676297	glomeruli
MAP2K1	0.20168752577177337	6.655246695551108	1.2818760083110885	0.2012696143242863	0.50250976374259	-5.307924680643053	glomeruli
SMPD4	0.24010598079534995	6.176651788583448	1.1857332092611998	0.23703920159981046	0.5403566978047055	-5.307935605640856	glomeruli
PTP4A3	0.20223350340785617	6.746572190706953	1.3079663991829575	0.19228434718357176	0.49202026883308436	-5.307998282913518	glomeruli
GOSR2	0.22460833698796528	5.819503505400908	1.109248920207865	0.2685645920186772	0.567790038246335	-5.3083497138243745	glomeruli
PSEN2	0.22589654968678116	6.067935613904503	1.1895285632886052	0.2355464523267011	0.5386857361132793	-5.308729204171834	glomeruli
P3H4	0.260969991362178	5.604034368854687	1.0651963573729784	0.2879843489517055	0.5839468213060729	-5.308891014580169	glomeruli
SYS1	0.22409070164960698	5.756612831181914	1.1005546067695937	0.272323778186969	0.5707361021408065	-5.308995626344419	glomeruli
GSX2	0.22142755932653754	5.73151213689017	1.0895112074920639	0.27715071176419825	0.5755108816665141	-5.30914444317061	glomeruli
ZDHHC1	0.22717741014795545	5.753157980841177	1.0838265136218408	0.27965817320339115	0.5766835617691973	-5.309400628044715	glomeruli
PDGFB	0.23488698703024935	5.792107662034873	1.1192156198270853	0.2642995954117263	0.5641831596317729	-5.309506076166433	glomeruli
PANK4	0.22755620068055044	5.7477552601941495	1.0846780461853713	0.27928158510526574	0.5765555614854417	-5.309745471707709	glomeruli
MFSD12	0.22215588115892976	6.290340034692795	1.1964551596668358	0.23283944931159514	0.536885260449914	-5.3101118076104195	glomeruli
PAPPA2	0.28129193868096597	5.647029754036582	1.012699218438306	0.31234453216004754	0.6073668738609572	-5.310204670979118	glomeruli
TMBIM1	-0.2284302221027806	7.409606634821753	-1.3852686825754603	0.16740884120204466	0.4627654956574439	-5.310454648861756	glomeruli
ARL6IP6	0.18936801681617838	5.817111424925028	1.142980794251903	0.25432035524610935	0.5553223054818447	-5.310765076365382	glomeruli
FOXO1	0.24817802059442087	5.528637203445952	1.0228396358909533	0.3075355590506769	0.6033742631431016	-5.310890071824692	glomeruli
GANC	0.207983973456129	5.7714835457938465	1.1038435343220196	0.2708974923241161	0.5693558066733565	-5.310903579492761	glomeruli
RTL6	-0.21854795164055763	5.68750316526062	-1.0909277801692423	0.2765282839791179	0.5750954578964167	-5.310965802782965	glomeruli
ANKAR	0.24767854925241822	5.573707644991232	1.0254809508098623	0.30629109179831593	0.6021343008338584	-5.3122145608629685	glomeruli
FUCA2	0.2336370117166629	6.027604641744437	1.1885364694914602	0.23593600413695928	0.5391901206666881	-5.3124451519024944	glomeruli
PPM1A	-0.1981547817467758	6.728210393997006	-1.3040237027949386	0.19362279422518816	0.4936815104221172	-5.312603465932866	glomeruli
FLYWCH1	0.2206236904518103	5.692112944871478	1.064160775187694	0.2884520594562283	0.5840033312879213	-5.312827631271743	glomeruli
CCDC180	0.2173302069267858	5.642330321867304	1.0428498968067812	0.2981914369121395	0.5943598164329393	-5.313636993950159	glomeruli
KLHDC10	-0.20145676508148247	6.288401488390453	-1.22848924779143	0.2206091965656166	0.5235524474873008	-5.314528759760271	glomeruli
TMCO1	-0.20589447060806637	6.692438268558789	-1.2764792693170055	0.20316608880053516	0.504587471620471	-5.314987515912376	glomeruli
ZNF318	0.2153602449698149	5.98503359963535	1.144481207831327	0.25369929640737315	0.5552371332110734	-5.315128194988782	glomeruli
AP3B1	0.1962199079542099	6.58313235599082	1.261350244081305	0.20855239396298947	0.5113357962495987	-5.315230152391469	glomeruli
XPNPEP1	0.21800529670275698	6.263270442428899	1.1950405716138237	0.2333904748723281	0.5370294587251804	-5.315469332472455	glomeruli
PHKB	-0.21823080674684303	6.235680067774083	-1.2188100308943335	0.22425468438895252	0.5262873800731139	-5.315469432516057	glomeruli
CAMSAP2	-0.20269828834940865	6.159380177400287	-1.2292605562311376	0.22032055000440207	0.5235524474873008	-5.315584166471488	glomeruli
C5orf24	-0.2233804226522354	6.268366154825051	-1.220273888259233	0.22370058503525894	0.5257718869827787	-5.31579915482285	glomeruli
RELCH	0.21438846600261488	5.730342872635736	1.084386921634445	0.2794102951099041	0.5765555614854417	-5.315822776783618	glomeruli
MRPS28	0.23138038262834743	5.909529748209402	1.129166032122146	0.2600887085510164	0.5610079483075914	-5.315996289244497	glomeruli
THAP4	0.22586551479673536	6.329723403971382	1.1922747539533805	0.23447053444589575	0.5375961609871025	-5.316101746017676	glomeruli
ZSCAN29	0.2493097527700809	5.653444824475737	1.0750762579498208	0.2835480889398526	0.5812388053738434	-5.316169820802638	glomeruli
HARS2	0.22580863073617105	5.564189863964518	1.0338031607844123	0.30239204980117307	0.5983400701274987	-5.316185784350401	glomeruli
DFFA	-0.21531533322262017	5.940107374318194	-1.1570333168161804	0.24854530426468804	0.5518475864130642	-5.316485930449913	glomeruli
XRCC5	-0.16095272982720257	7.490380134714625	-1.3903391115724084	0.16586650498327354	0.4613010857611251	-5.316616093553769	glomeruli
ZNF248	-0.22121679787678142	6.173116094710591	-1.197452712496768	0.2324514309556366	0.5362619575080182	-5.316948118760744	glomeruli
COL5A1	0.27232033332909417	5.819337711678458	1.0835519226356343	0.2797796844447907	0.5767425205315087	-5.317381250669508	glomeruli
SNX15	0.19639387536583103	5.625559424668059	1.069558862432703	0.2860197235308596	0.5828702780640416	-5.317389107211849	glomeruli
CDC42SE2	-0.2164572756589071	6.501541397122129	-1.259202913871693	0.20932526551817213	0.5120780904650895	-5.317913351981036	glomeruli
PRLR	0.2053188157292966	5.433797955971776	0.8964484262529417	0.371018035360103	0.6546092229372171	-5.318389391238371	glomeruli
UTRN	-0.19454014970540723	6.810889324858368	-1.3379769318882142	0.18232032148137295	0.4797306495092216	-5.3188789277427535	glomeruli
ARHGEF10L	0.2324448702032709	6.206839182236268	1.1420911579067032	0.25468910072529904	0.5553223054818447	-5.318916819809261	glomeruli
MORF4L2	-0.2377367069787621	6.865942766126232	-1.314713725653621	0.1900097098236964	0.4887546607048978	-5.319578832467643	glomeruli
UBQLN2	-0.225442712739995	6.071686276172813	-1.191401317903097	0.23481235325236	0.5379383376570339	-5.319614870599134	glomeruli
R3HCC1	0.21382651941186312	5.926592150274186	1.1338843008244786	0.2581084276574558	0.5591512880857564	-5.319955960580007	glomeruli
GSTA4	-0.22529242768589186	5.586908916949257	-1.082866552205191	0.2800831303013577	0.5770851922461506	-5.320465305256671	glomeruli
MTRFR	0.24105514182336685	5.6859452770535945	1.0827034891841212	0.28015535915085743	0.5771154358185699	-5.320476766030074	glomeruli
SFXN5	0.20804233897186342	6.039013748963189	1.1430384193749767	0.2542964831079635	0.5553223054818447	-5.32079937152891	glomeruli
EEF1D	0.1732825891128803	8.541600316760139	1.483337700635509	0.1394521756128917	0.4290967833832703	-5.320878935174277	glomeruli
UMOD	-1.1973645377588522	7.1081384672477395	-1.2370724903649755	0.2174124554723672	0.5200178312018071	-5.321170406544585	glomeruli
TENT5B	0.2671684518273264	5.863105527974236	1.1153381632504102	0.26595323262072224	0.565757110038312	-5.321240158562236	glomeruli
TMEM30B	0.2472972758629426	5.79859490509706	1.0359932780060488	0.30137150786852673	0.5973815933792421	-5.321322874165615	glomeruli
BTG3	-0.24449080113072916	6.246440155816132	-1.2360786519125313	0.21778087389966053	0.5202254891533576	-5.321408059283255	glomeruli
FAM43A	-0.2212121796532791	5.930781674685551	-1.1612185132664443	0.2468433379416607	0.5497302817348477	-5.3215570656562665	glomeruli
MARK3	-0.22706555590628033	6.694555402707172	-1.2860994867123863	0.1997945313091674	0.5007597000670659	-5.32173759709598	glomeruli
ZNF263	0.2825244633584771	5.744074530721713	1.067255955281438	0.287055683366432	0.5834216284650898	-5.321870445966613	glomeruli
HDDC2	0.23586108293400235	5.76034226074638	1.0459017320834147	0.2967832931961412	0.5926720599510948	-5.322151548256233	glomeruli
GLE1	0.22388001158968665	5.709896087419416	1.072377887404192	0.28475505563217957	0.5819941012047293	-5.322689651534533	glomeruli
POLB	0.22409747043373757	5.770954706981928	1.0907779420286587	0.27659407593083546	0.5750954578964167	-5.322846433098681	glomeruli
CYYR1	0.2355230890207689	5.719309731073374	1.111837161569623	0.26745247114747833	0.5666092650945871	-5.322905724401385	glomeruli
DSC3	0.20147045335021344	6.645635950325182	1.277647920160204	0.20275430423317292	0.5044200383624154	-5.322933659053908	glomeruli
PUSL1	0.22571735520963374	5.612568761917444	1.0227387206223078	0.30758317248123723	0.6033742631431016	-5.323495116660093	glomeruli
AFAP1	0.22983851352278653	5.8509829489329555	1.1352369993495517	0.2575426401980193	0.5584791644466075	-5.323594825909115	glomeruli
NFATC3	0.20856082777295307	5.980905085369457	1.168842751124741	0.24376400502414003	0.5474726634674303	-5.324408061053714	glomeruli
UNC93B1	0.22472070131815272	5.749978666588554	1.0730260104974898	0.2844648347629464	0.5819941012047293	-5.324502203581197	glomeruli
PIGX	0.2233629028363841	5.736569275638832	1.0779368507110645	0.28227237621826423	0.5794528943125392	-5.325022738871023	glomeruli
HELZ	0.20892713064773663	6.006736144656922	1.168300067271312	0.24398228580100145	0.5477127971081609	-5.32537033777115	glomeruli
TP53RK	0.20492976938111943	6.00049739647062	1.146142063993082	0.2530130671269936	0.5548794409260439	-5.325903260604317	glomeruli
CANT1	0.21720257191053344	5.995737439511677	1.1423304181692735	0.25458989291488665	0.5553223054818447	-5.326276233489624	glomeruli
TWSG1	-0.22497961788123513	6.753659028477594	-1.3019325541452982	0.1943354769853861	0.4941564743730159	-5.326379235082889	glomeruli
SLC4A2	0.22978610664095075	5.624636515580921	1.0369494633616068	0.300926673613393	0.5967155125323186	-5.326464392208802	glomeruli
MRPL11	0.21551774956662814	6.277629672237542	1.1877466493391546	0.236246459903153	0.539530744684313	-5.326596776240287	glomeruli
DPYD	0.21347106646446903	5.89064988896548	1.1549381586802678	0.24940042607195315	0.5519725165856425	-5.326995522051533	glomeruli
URGCP	0.22900404514081216	5.690984434120421	1.0511264797418003	0.29438296089863003	0.5903554388226478	-5.327180927326867	glomeruli
TIPARP	0.23295541993804517	5.800028055329325	1.1139216403723025	0.26655912883151767	0.5661178007663842	-5.327286668870123	glomeruli
CNOT6L	-0.1989336255630613	6.387710060893104	-1.2412749197711883	0.2158595936307284	0.5181559558874218	-5.328281895943266	glomeruli
PM20D2	0.2095204801401419	5.918768007163805	1.1200248187302548	0.2639553948330468	0.5641831596317729	-5.32890134187588	glomeruli
TMPRSS3	0.23318490422299	5.61928185896464	1.0200381999478743	0.3088591462278833	0.6039786633474453	-5.3291107676249725	glomeruli
SLC35A5	-0.1970729407398271	5.925544476192319	-1.1314753120344982	0.2591181730121914	0.5603498320294099	-5.329476431198123	glomeruli
SLC15A1	0.33771869176806935	5.691920451414496	1.0422118189450211	0.2984864187524554	0.5944456707664262	-5.329561122616806	glomeruli
SPG11	0.20377646771806548	6.0401404716805445	1.1501073704403748	0.2513799582174654	0.5529366573820449	-5.329866657332799	glomeruli
PI4KA	-0.19492184830954576	6.536780452077893	-1.2504671353407415	0.2124910020524078	0.5144518997058294	-5.330069475524929	glomeruli
MAGEA4	0.31264189350709326	6.395177293304264	1.2005372322835213	0.23125456851704834	0.5350791558220752	-5.330708686359896	glomeruli
FZD4	-0.23953202382766844	7.02891393704694	-1.3430826813565189	0.1806642089366093	0.47755040525707515	-5.330758383070202	glomeruli
USP3	0.22783119499582793	5.711823520564258	1.068493349580649	0.28649872649317254	0.5831244834373837	-5.330811423463862	glomeruli
OR10H3	0.2541508530613506	5.490546832234947	0.9952461521934852	0.32073767537361303	0.6124635290840521	-5.330982236305107	glomeruli
PCDH1	0.24571492913362902	6.211697004819707	1.1447755188161446	0.253577598545015	0.5552131349802205	-5.331030084508253	glomeruli
RALGDS	0.216641651198345	6.090928202814975	1.1805303480529177	0.23909645942800942	0.5436141581644836	-5.3313225398711275	glomeruli
LRRC20	0.22511404694681636	5.599208274339271	1.047181962406256	0.2961939192231501	0.5923878384463002	-5.331383883999081	glomeruli
TUBGCP6	0.22647294069678436	6.052470174985487	1.155884828856994	0.249013794228073	0.5518475864130642	-5.331685181726643	glomeruli
ZNF613	0.24069146470557445	6.2902607799762125	1.1999317760444055	0.23148915063118625	0.5352486056097615	-5.331873217610918	glomeruli
ELOVL7	0.24398605509847424	5.7200567412450996	1.0217597053347947	0.30804534253441984	0.6033742631431016	-5.3327920631995145	glomeruli
COPS8	-0.2008326300598456	6.712450789397392	-1.2782236370990785	0.2025516704734327	0.504392389249462	-5.332986009156259	glomeruli
SNRPB2	-0.207638443662447	6.334491554322345	-1.2152822099527227	0.22559409301375608	0.5283179740172691	-5.333039654540749	glomeruli
MED7	0.20966809527507155	5.642793093422559	1.0476367161153979	0.2959847562424599	0.5922057333598141	-5.333365766903824	glomeruli
G6PC3	0.19453855774862533	6.224065666325014	1.1838673296656335	0.23777553347093336	0.5416658449901226	-5.333427936512055	glomeruli
SLC30A9	0.2170779288962737	5.9175322606133705	1.118837896119169	0.2644603704810529	0.5641831596317729	-5.333452159086792	glomeruli
EIF4G3	-0.22380902874879668	6.66073383276446	-1.2737719928791416	0.204122377140465	0.5051021683026601	-5.333456174877659	glomeruli
ZNF793	0.24317635191145592	5.671433129815787	1.0510032893657384	0.2944394052362577	0.5903554388226478	-5.333612867216317	glomeruli
MARF1	-0.20446914544637218	6.414554249691664	-1.2420944253679183	0.21555771328914525	0.5180525591022032	-5.333616813787523	glomeruli
AKR1E2	0.22294746219431774	6.01445896319002	1.1448476839889894	0.2535477644293885	0.5552131349802205	-5.333657745753346	glomeruli
NTRK3	0.26490261403855264	5.647259902019732	1.075575858655497	0.28332500357969975	0.5809002526880452	-5.334178998934394	glomeruli
HTATIP2	0.23093019432364442	6.000038992757433	1.1625734403731385	0.24629410438050983	0.5494632433209683	-5.334309183936765	glomeruli
SH3D19	-0.20608112499997025	6.275474317896141	-1.2259199025307448	0.22157269179746794	0.5239167539129942	-5.3349028995513486	glomeruli
SPATA6L	0.21705311013728013	5.694230844452669	1.031322906177114	0.3035505811589618	0.5995754607412412	-5.3355339287623895	glomeruli
RGMA	0.24803523887017437	5.77837551949934	1.0914553117958379	0.27629673729732845	0.5750954578964167	-5.335625550180892	glomeruli
ACTN1	-0.25197496012013343	6.164655280653102	-1.1736854583025145	0.2418222646190987	0.5464558966133727	-5.335663185086474	glomeruli
NOTCH3	-0.27480730358391237	6.789433413621096	-1.301927324288599	0.19433726179574642	0.4941564743730159	-5.336297915676784	glomeruli
PRMT7	0.2081937233647267	5.711460144384379	1.0277137691235618	0.3052417144980487	0.6009310268595444	-5.336637709417057	glomeruli
SUCO	-0.20605504550579895	6.622109016752437	-1.2780252964418484	0.20262146319222557	0.5044084850637046	-5.33714802329236	glomeruli
TPSAB1	0.30241496642184557	5.658933254425542	0.988412205023694	0.32406417364242224	0.6160598167367223	-5.337653297145053	glomeruli
IBTK	0.19776796350070425	5.684538498032766	1.01894258414038	0.309377819088319	0.6047642826155288	-5.337813675679782	glomeruli
FBLN5	0.2756695800373328	6.113848587839655	1.0802601352064072	0.28123917025929124	0.5782887195631617	-5.33857448385299	glomeruli
STAG2	-0.2102792521915015	6.466405160392092	-1.2513902671361485	0.21215483436222063	0.5139560424346231	-5.338967511159457	glomeruli
MICU1	0.19943202523123132	5.891076213682365	1.0855624624741722	0.27889082203103244	0.5762862483674415	-5.339041447471597	glomeruli
MYL6B	0.21709686953730573	6.253428657413604	1.1720262423165675	0.24248630870356225	0.54656163265437685	-5.3391920980760466	glomeruli
IGFBP3	0.26137989384187216	5.77458839146893	1.0099458660555505	0.313658843995803	0.6086243977534661	-5.339557900968084	glomeruli
SLC25A13	0.20514905185971047	6.0053990178496814	1.1311667255322275	0.2592477181504166	0.5603498320294099	-5.3404212813704675	glomeruli
SLC1A1	0.23363549764966215	5.675595235659628	1.0212673743917258	0.30827793512844576	0.6035554731487806	-5.340455093510188	glomeruli
ZFYVE19	0.23860962206869515	5.5579662544514035	1.001956261653835	0.31749339642138724	0.6107469363732344	-5.340487697967347	glomeruli
CTAGE9	0.2402366479195159	6.6908841132232135	1.2369464816030733	0.21745914223768645	0.5200178312018071	-5.340605580505284	glomeruli
GRAP	0.21532249891237237	5.919210181214967	1.170564352700614	0.24307244896344013	0.5471052264118524	-5.341045348700529	glomeruli
SLC22A11	0.24496771111885463	5.600668903717629	0.9449343719225038	0.3457552976662671	0.6354901255493633	-5.34114596846196	glomeruli
SH2B3	0.22952599002577276	5.681314149023135	1.1079698136596745	0.26911538034104177	0.5679059415109358	-5.341152409236911	glomeruli
INTS2	0.21550335175659738	5.642503314633646	1.029131973737307	0.30457643711179244	0.600391974290847	-5.341286507936678	glomeruli
ZNF35	0.2127575914295849	5.887754794853179	1.0845746793513384	0.27932728029716086	0.5765555614854417	-5.341633000009754	glomeruli
ITFG1	-0.1803176477953056	7.357936221089152	-1.3696443956986797	0.1722297088500067	0.4690710267104474	-5.341689472898303	glomeruli
H2BS1	0.21830254634728677	7.157021615946289	1.3609481245027366	0.1749578588335782	0.4723336975764804	-5.341835907608983	glomeruli
LINS1	0.18654923276572577	5.771512191733904	1.07442171328053	0.2838405422554529	0.581536217480055	-5.342213278080353	glomeruli
OXCT2	0.2287878184993271	5.676262615990475	1.007465529991515	0.31484596476365667	0.6093949690503665	-5.342803883814477	glomeruli
SLC25A30	-0.233707004088885	5.9520901154170325	-1.0543394613151469	0.29291339117859827	0.5888131523706173	-5.342926487961021	glomeruli
THEM6	0.22659672983037432	5.729234120616129	1.020299773636051	0.308735400905523	0.6039686282233654	-5.343512695812132	glomeruli
RFNG	0.21934366881029888	5.923736008687049	1.1025495436540702	0.27145803176051464	0.5698516103191209	-5.3435736807461005	glomeruli
ADPRH	0.231797530050046	5.664940038381624	1.063741713392441	0.28864147106828003	0.5841543996362887	-5.3436157419833945	glomeruli
ZFP30	0.2087375355903408	5.729622603324263	1.0495938885344336	0.2950856955150996	0.5909216339926922	-5.343784614339022	glomeruli
DMRTC1B	0.24157830646266118	5.613374845747838	1.0011286933182348	0.31789234321228765	0.6110455084785932	-5.343948112402183	glomeruli
LGALS14	0.262202329275855	5.7528913628730765	1.034101211154392	0.30225302956721084	0.5981830235839728	-5.343993042621972	glomeruli
ACTR3	-0.20024674399179926	7.211364578098372	-1.340886759795705	0.18137509909458652	0.47831631967855176	-5.344140944733786	glomeruli
MON1B	-0.20006025669716196	5.846668188919271	-1.1123022883569273	0.26725295294943135	0.5666092650945871	-5.344273479283457	glomeruli
HPD	0.42536914702346806	5.589635263143434	0.9838314032052284	0.32630655147253673	0.6185751191514384	-5.344626498853317	glomeruli
HOOK1	0.22077255804987728	5.547269986460606	0.9357024983851236	0.35047836209603656	0.6386348439185145	-5.344828093194991	glomeruli
DDX6	-0.20272399443370576	6.884209893430049	-1.3068557509430256	0.1926606896691553	0.4926061693019606	-5.344887554260595	glomeruli
DISP1	0.21028369582433487	5.716595802194527	1.0945947525573205	0.27492151296235484	0.5739486037124464	-5.34504180267377	glomeruli
ARL6IP5	-0.2336588945471946	6.8505504059961195	-1.2943994762936937	0.19691888974228713	0.496227626416352	-5.345238991601099	glomeruli
FGFR1OP2	0.21974243840117022	6.399658945071158	1.2253951627977935	0.22176984011510617	0.5242586794694899	-5.345332438168137	glomeruli
PSEN1	0.19115758053228446	6.492992750551251	1.2276505769496973	0.22092336193768147	0.5235524474873008	-5.345382395201501	glomeruli
MALT1	0.24250037496609078	5.780275999110586	1.0700808524230703	0.2857852610955757	0.5828099984414241	-5.345556973610449	glomeruli
ADNP2	0.2380938276474726	5.6170224512340265	1.0153154146538859	0.31109908208040177	0.6058849475824954	-5.345645127350434	glomeruli
HR	0.24985303540855994	5.698842913433398	1.0463942712997023	0.2965564516757117	0.5926720599510948	-5.345811669734767	glomeruli
TLE5	-0.18315502988127216	8.584103643827449	-1.4762467100130843	0.14134382829980166	0.43129639144000137	-5.34589497034656	glomeruli
ZNF703	0.19679782633284928	5.826137477105674	1.1221730887452803	0.2630431182115276	0.5637589917672016	-5.346115483341798	glomeruli
SLC39A11	0.24687755828099936	5.783677477838257	1.058933754253985	0.2908206594250692	0.586726752664987	-5.346657210393718	glomeruli
KAT8	0.22815763127694358	5.692542342881803	1.063615434268658	0.2886985644792029	0.5841543996362887	-5.346928696829611	glomeruli
PHKG1	0.2518203643181016	5.417431587611349	0.8831199413855956	0.37815990363318286	0.6605447680950284	-5.347206393286829	glomeruli
ACTR3B	0.21549902757916514	6.22822557704374	1.1067043972349873	0.2696610414711081	0.5683398326759714	-5.3477518128972505	glomeruli
ID3	-0.27056001897397913	6.715184727666384	-1.2745329441086388	0.2038532545477636	0.5050001078569598	-5.347811599540526	glomeruli
DNM3	0.23086398203554437	5.761013799922251	1.0800528101548432	0.2813312662221072	0.5783497207206418	-5.34803564445146	glomeruli
TPGS2	-0.21087121559168254	6.461919065304261	-1.2381771570334088	0.21700348264210653	0.5197253478654921	-5.348142895249595	glomeruli
ARID2	-0.21086685050282347	6.019715295641033	-1.1440239600987447	0.25388844997746424	0.5553071679517478	-5.348627754368478	glomeruli
MTMR11	0.22309568519490197	5.4750813277404475	0.9229201324005787	0.35708554606059617	0.6446181558768063	-5.348872696184902	glomeruli
TAF13	-0.2104163925320909	5.963784948695786	-1.13910405664343	0.25592996369901455	0.5567170663717392	-5.34887701491888	glomeruli
MESD	0.1967532459922089	6.100136814978633	1.138721742351222	0.2560890845606576	0.5567638220038085	-5.349783912238257	glomeruli
ACP5	0.2540743869146311	5.92384340846838	1.0354031628849962	0.30164625973432074	0.5977952476900809	-5.349795371339004	glomeruli
MUL1	0.22381928637060483	5.981141293419441	1.0887624990421065	0.2774800747149778	0.5755108816665141	-5.350015093077923	glomeruli
MTHFD1	0.22180932619336358	6.039780548473111	1.092726009405774	0.27573954334738954	0.5747487301366914	-5.350859864198048	glomeruli
RGS18	0.2215026399430579	5.669054660204693	1.0822316771162974	0.28036442032820663	0.5774274814235482	-5.3512862289749314	glomeruli
UBE2S	0.20914679818769524	6.2289567782360376	1.1755588847740552	0.24107404026103393	0.5458321236707265	-5.3514223929780265	glomeruli
H4C3	-0.22141009021004346	6.094498457850154	-1.1091492249322004	0.26860749316320437	0.567790038246335	-5.351562260817479	glomeruli
RSRC1	0.19449053564279867	5.949084594880639	1.112093313182079	0.26734258102394887	0.5666092650945871	-5.351733326721558	glomeruli
PTGR1	-0.2834661846960872	6.570118563254355	-1.2083757088468414	0.22823291776990506	0.5320129473260362	-5.351740960242565	glomeruli
SEMA4G	0.22928492708599701	5.685553492418964	1.044857225562976	0.29726473276290466	0.5931050640751768	-5.351778493748721	glomeruli
ARAP3	0.20165290352306411	5.980518372695997	1.1560059406545893	0.2489643611306385	0.5518475864130642	-5.3521117325063265	glomeruli
CT47A10	0.21679756179991092	5.872863762715144	1.0514895104362116	0.29421666711501965	0.5902454411805741	-5.352264720313673	glomeruli
TTC13	0.20919423737307358	5.829025857768171	1.1044725252962555	0.27062531055052963	0.569065585750838	-5.352534086377143	glomeruli
RETSAT	0.21744645417185493	6.173486904766949	1.147995280953109	0.2522488968535334	0.5538760537874388	-5.352661381747631	glomeruli
GIT1	0.21701446814537798	5.940044273220579	1.1416811196833188	0.25485918353734416	0.555351562910145	-5.352923983139225	glomeruli
SLC30A6	0.23344909053916127	5.63317058929597	0.9941699729597203	0.32126002147006455	0.6129367380711201	-5.35297291661989	glomeruli
CDH26	0.22116235074488808	5.51385328599207	0.9760499685666285	0.3301389107904602	0.6212484513805094	-5.353308371909136	glomeruli
METTL6	0.2269015368710434	5.808149513454962	1.0579766781747573	0.29125577686771936	0.5871960053135283	-5.353328612469275	glomeruli
GNAI1	-0.22506935554971322	6.352029737961221	-1.194816279284647	0.2334779290811201	0.5370294587251804	-5.353581142683127	glomeruli
OCRL	-0.21085677747156822	5.695912662235879	-1.0676408380876783	0.28688236703751624	0.5833042126221032	-5.354054455920796	glomeruli
KRTAP5-7	0.25204842710456576	5.533026919669645	0.9551304643613235	0.3405866328016397	0.6303074583443233	-5.354490278719142	glomeruli
ZNF214	0.2335468318444123	5.653598966034322	1.0115000955097118	0.31291648327835	0.6079424774703084	-5.3557808437709475	glomeruli
MAFG	0.2028327366893639	5.789780960019286	1.0869122646863771	0.27829515901152385	0.5757672487244814	-5.3559592277202945	glomeruli
MINDY1	0.22778336776827135	5.986045590912979	1.080249429054982	0.28124392553944355	0.5782887195631617	-5.356746974823816	glomeruli
ZBTB10	-0.18594237364857272	6.047212487706877	-1.1610459419719354	0.24691335346235246	0.5497302817348477	-5.357030857114956	glomeruli
RETREG1	-0.3257275054867801	7.2093163367771504	-1.352023694002489	0.17779122279774143	0.47617864559140866	-5.357558181385301	glomeruli
PHYKPL	0.23860899154243204	5.878126844726146	1.0913734087420517	0.2763326778412426	0.5750954578964167	-5.357733987574404	glomeruli
SIAH2	0.20778294881742054	6.161862108255158	1.1512852960040905	0.25089626014385136	0.5526213613752243	-5.358660355864793	glomeruli
ZNF608	0.2109386196940819	5.764038028382511	1.0702657520046714	0.28570224106461445	0.5827953770130093	-5.358760285623993	glomeruli
PAIP1	-0.2025093300390879	6.274446832824116	-1.172115128318278	0.24245070243619118	0.54656163265437685	-5.359069310831228	glomeruli
ATP9B	0.20396198396240545	5.91253592158922	1.095913595096114	0.2743452033014739	0.5732722856235007	-5.359090522341112	glomeruli
ZNF513	0.23401412390046483	5.472963119072905	0.9257056747450737	0.3556390125489016	0.6437451295740768	-5.359578893690579	glomeruli
CYP2W1	-0.2913340173950302	6.9540901256127565	-1.2756735178797578	0.20345035949311047	0.504587471620471	-5.35963201358401	glomeruli
H2AC6	0.2362011370583935	7.541237586096591	1.357133809791124	0.1761646624859571	0.47424945917024913	-5.359977510916012	glomeruli
DCTPP1	0.20978300479787038	6.588404168282014	1.2249271816823	0.22194577055848516	0.524304402157948	-5.360096265938868	glomeruli
FIBIN	0.24017741794516467	5.643180041598063	0.9816264692501958	0.32738951452666276	0.6190984405319031	-5.360196342938866	glomeruli
LONRF1	0.20617628073155256	5.63216624068468	1.0093794725389074	0.31392966556924534	0.6087893900952751	-5.360385993429479	glomeruli
TUBB1	0.22065448234768503	5.876075310070624	1.0960974118294204	0.27426494484181485	0.5732722856235007	-5.360393174728081	glomeruli
C14orf28	0.19923622766258306	5.705886862685327	1.0460588060627694	0.2967109392623528	0.5926720599510948	-5.360569679768442	glomeruli
ZNF423	0.19283043654410253	5.644548108717375	1.0308045507455061	0.30379308064766514	0.5996950367093699	-5.360625669685506	glomeruli
INTS5	0.21938664646402345	5.697111749581697	1.004283033339217	0.31637349874339193	0.6095280394618126	-5.361491479717208	glomeruli
ATP5MG	-0.2589496476577115	8.14517001304176	-1.3989567562058425	0.16326989652628224	0.4584907651541748	-5.362271058170734	glomeruli
CT45A1	0.24644437025408977	6.046954317418291	1.0804232078903984	0.2811667461418513	0.5782887195631617	-5.36288195535986	glomeruli
