Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	CellType
SGF29	0.31800974150062283	6.138368218332427	1.5943574939184648	0.11232800964984584	0.3878874933776357	-4.784247141739105	glomeruli
ENPP6	0.37930555940561533	5.394454470742038	1.4315478334775957	0.15372833972702793	0.44657815491965125	-4.784990753162909	glomeruli
SMPD3	0.36562950096522123	5.515718426614301	1.4842678313511806	0.1392055088083029	0.4288641604699421	-4.785103132383822	glomeruli
NLRP1	0.28667172376051053	5.934189012781848	1.5748152603300445	0.11677247829890465	0.3946165890836197	-4.785260300200383	glomeruli
ADGRF1	0.40729721307534156	5.522372544688565	1.41756334507716	0.15776889808085137	0.4533242922787284	-4.785893589092737	glomeruli
WNK1	-0.38325681536753176	6.5246133425273625	-1.641557350023342	0.10214676158903857	0.3714023659227262	-4.7866523767028	glomeruli
PSG5	0.32180450598367766	6.212137384321515	1.5836366897206984	0.11474930318296934	0.39126351999959763	-4.788819268479853	glomeruli
SLC49A4	0.3627105092591126	5.6530715226366555	1.5091257585664388	0.13273784585490675	0.4196390662777443	-4.789141359790272	glomeruli
SLC35F2	0.35206366993729526	5.4532771048526225	1.4595429057826488	0.14587832154717764	0.4360261724217876	-4.789470321951046	glomeruli
FHIP2A	0.2844822289038363	5.849490388942221	1.5636747828407034	0.119367714044753	0.3987169609234135	-4.789748382113096	glomeruli
CEP295	0.3011398775801781	5.650934330100163	1.5112041219073113	0.13220788046645948	0.4188664682815758	-4.789983764198121	glomeruli
FBXO24	0.3172564847877253	5.748490157278015	1.5341700556859064	0.12646109133536698	0.4096097622451744	-4.790042629903938	glomeruli
CCDC181	0.3335460670210174	5.6054164635371	1.4858352981359155	0.13879058868386782	0.4282802974438323	-4.793503529397066	glomeruli
SEC23IP	0.3042208566129858	6.161397629959219	1.586978614336119	0.1139901329444626	0.3903093391922875	-4.793578754966334	glomeruli
PIGT	-0.26337099820706944	6.52701912585257	-1.6559519138628986	0.09919336422270256	0.3666461689735574	-4.794975614625567	glomeruli
TXNDC5	-0.23091753474586338	7.269324645880118	-1.7312708180117358	0.08484099973391683	0.34360961662863204	-4.795566903940449	glomeruli
STIMATE	0.2865208935714087	5.761051982664651	1.5172614719501318	0.13067271994410704	0.41690987194756524	-4.796925925367288	glomeruli
TBC1D24	0.3111397581472651	5.79611861654247	1.5055242450204898	0.13366012241584802	0.4212233394011792	-4.796935532285723	glomeruli
TNFRSF19	0.3138509514081323	5.792794383107109	1.5152550912868934	0.13117966251392804	0.4171247011468777	-4.797490091693127	glomeruli
TRIM45	0.3015588277827426	5.819272917533793	1.5391082297520176	0.12525137333390352	0.4080639284575648	-4.797777851750755	glomeruli
C19orf73	0.33929448537835827	5.531790675353455	1.4892379457077152	0.1378931842882464	0.4272760615163437	-4.798844408706271	glomeruli
CFAP69	0.37720184511904287	5.478586007143925	1.4286211644812992	0.15456732450280491	0.4482618767786775	-4.799448631329506	glomeruli
CKLF	0.2666402155169477	6.048457917035667	1.5711057672058466	0.11763162368678974	0.3957304636155646	-4.799645334277382	glomeruli
YTHDC2	0.29884659511486045	6.114533732745627	1.5740435116649236	0.11695081082558594	0.3947434301443877	-4.801329841624312	glomeruli
BAG5	0.31078685853469806	6.302405586238196	1.6020660573209615	0.11061223662649927	0.384893311352649	-4.8014163991158405	glomeruli
CIT	0.33648001492132695	5.660392882463802	1.4787739801825726	0.14066736765393514	0.4304392045647942	-4.802620949129885	glomeruli
ZBED3	0.29319072630843185	5.787719765770614	1.5261708447152695	0.12844009607491147	0.41304702749102407	-4.80410132335011	glomeruli
NAF1	0.3327589979744379	5.687521893400326	1.5023982729628125	0.1344646627260218	0.4223024233687901	-4.804974007716879	glomeruli
ALYREF	0.26394534280191717	6.227100050001282	1.5960684199087654	0.11194537817142686	0.3870993973458857	-4.805416619270348	glomeruli
INSIG1	0.4481338132146673	5.885455811676782	1.5150613691382422	0.1312286905394735	0.4171247011468777	-4.805841941158719	glomeruli
RGS10	-0.287098134350996	6.565924243066734	-1.6506948397619268	0.10026392663469477	0.3685654898433721	-4.805931850363201	glomeruli
CMTM1	0.3257088964310128	5.673778446822705	1.49842085857968	0.13549378589298797	0.4239412433494176	-4.805970883921431	glomeruli
DDA1	0.2702550931216066	6.333516747373649	1.601628992153479	0.1107089580440848	0.3850813150419987	-4.806158769362873	glomeruli
KCNC4	0.29883139533976716	5.982697227527636	1.535624456881309	0.12610385473907929	0.40924577842184046	-4.806318057922963	glomeruli
KRT7	0.5258598785391516	5.841498017606266	1.4198463609729977	0.157103785099253	0.45259937504426756	-4.806631494161648	glomeruli
LIMD1	0.31246595008261724	5.930939155064079	1.5410467611416958	0.12477897605609842	0.4069743987116684	-4.806717568551613	glomeruli
DGKZ	0.29619969427856263	6.009106037664704	1.5508001367556161	0.12242338845565581	0.4034379689232062	-4.806925933401067	glomeruli
MTARC1	0.3318154001872131	5.608907638003736	1.464770938924868	0.14444719559965274	0.43459028271443323	-4.806959760716068	glomeruli
GTF2H1	0.268556889942204	6.048167951579386	1.5622629225640694	0.11969983912633614	0.3992956889144622	-4.807605329783183	glomeruli
YOD1	0.3401459885778759	5.888749271568944	1.531138686925983	0.12720821992626374	0.4108270174616424	-4.807939020555593	glomeruli
GGT5	0.3852014027284278	5.494231114588173	1.4798998845599807	0.1403668113234511	0.43006366756845943	-4.807953371181281	glomeruli
IGLL5	0.5867204619737563	5.698930470261452	1.4727278745292374	0.14228988517864233	0.43311164090444126	-4.808052563295341	glomeruli
MLEC	-0.3225988651209518	6.0923901203167175	-1.5687585385074003	0.11817783419564346	0.39621776038579487	-4.808597563379952	glomeruli
ADORA1	-0.2851147633045927	5.972291573000533	-1.6140947688325702	0.10797659270356498	0.3821376426817312	-4.8086016174341495	glomeruli
TAPBP	0.25156450989764445	7.4273782938907225	1.7385495651265397	0.08354854551325679	0.342999643719126	-4.80898964341548	glomeruli
LSMEM1	0.33136107295677064	5.7006223879862095	1.5047509074968386	0.13385880849719894	0.4213233306999093	-4.809011020712744	glomeruli
EXOC5	-0.24036979043175963	6.329611807503347	-1.6300780234860954	0.10455218959817923	0.3760578756422315	-4.809305207771912	glomeruli
ATP6V1C1	0.3072322676439445	5.901891667817989	1.5411061509232076	0.12476452558366112	0.4069743987116684	-4.809617105384832	glomeruli
INCENP	0.3277498948083552	5.5879865971504366	1.4810624106459944	0.14005700112271025	0.42977099365316346	-4.810626536691338	glomeruli
VASN	-0.3076955528056339	6.809871042960162	-1.696736913984883	0.09119663407266561	0.3537794377101318	-4.811081527600409	glomeruli
SULF1	-0.3397318384142715	6.6210380594483444	-1.705295453408974	0.08958665494921003	0.35244212468837904	-4.8117701944695375	glomeruli
PPARGC1A	0.4013143734738725	5.954920353560641	1.4664331616938966	0.1439944548974467	0.4340929142253897	-4.8119819565820645	glomeruli
TCIRG1	0.2994078759076465	6.346905795031531	1.617590304389117	0.1072201368776725	0.38122171823815465	-4.812275078197688	glomeruli
SEPTIN10	-0.27607705616442535	6.381671782631948	-1.6172000486219142	0.10730438046181096	0.38122171823815465	-4.8124770349232175	glomeruli
LOX	-0.3251182079179466	5.871078723098516	-1.5911663900855635	0.11304444219381446	0.3887550296020478	-4.8139571103328285	glomeruli
NAB1	-0.2558177612685119	6.2276463003977955	-1.600889999182573	0.11087264829995469	0.3855169615644749	-4.814094069894649	glomeruli
CDC27	-0.24001783057662995	6.619439859993837	-1.6476989095257166	0.10087816188926432	0.36984524552951087	-4.814423726784208	glomeruli
ARHGEF5	0.3367914086229731	5.729307719326003	1.485746223608142	0.13881414163977984	0.4282802974438323	-4.81530548157212	glomeruli
PPP6R3	-0.24950939377124848	6.587208660159398	-1.6357493517920383	0.10335819291103436	0.37346300586609327	-4.815746566595761	glomeruli
LYZL1	0.3656341270554489	5.459291961031228	1.4201303578079134	0.1570211979587851	0.45259937504426756	-4.816704537093694	glomeruli
SLC22A18AS	0.3527509320397774	5.915821001270891	1.525010623186173	0.12872913694638483	0.41319134286048975	-4.817410512681523	glomeruli
SYN3	0.372482912439638	5.518920609656015	1.4421993743588455	0.15070428981737727	0.4435077120217566	-4.817660382421433	glomeruli
EOMES	0.4020870720881537	5.382002835236427	1.3922888943341853	0.16527628888989895	0.4613010857611251	-4.818885122151739	glomeruli
KRTAP2-3	0.3854168043963621	5.515961043189948	1.4436850837993092	0.1502861398435034	0.4434445482155724	-4.819817919351248	glomeruli
PES1	0.2746676951602776	6.143945043956911	1.559828984668863	0.12027410807306617	0.39963842139055916	-4.82038498391515	glomeruli
CNTN3	0.3744898740438409	5.515190332610847	1.4567542518685377	0.14664614662886696	0.43690957901878674	-4.820460972693954	glomeruli
MPPED2	0.3479507217310416	6.062013304041249	1.5258459947361722	0.12852097326762574	0.41304702749102407	-4.821035315746555	glomeruli
KIAA0754	-0.2768711408202598	6.438230419064225	-1.622657749816289	0.1061310231928166	0.3788828410742488	-4.821989960108887	glomeruli
C4BPB	0.31742022470791564	5.787971605832551	1.511707218932632	0.13207984337414608	0.41861462369024555	-4.822123431317656	glomeruli
ACP2	0.32982927731014455	5.557058658628922	1.4583433086978856	0.14620823671383007	0.4363475352440814	-4.822473058468376	glomeruli
ZNF350	0.27894546078118726	5.950463773975777	1.5373761379244775	0.12567465017858495	0.4086716013237096	-4.822655717370098	glomeruli
CTC1	0.3244561625672356	5.7061635813558205	1.4980370154400993	0.13559342542460162	0.424120670666845	-4.823188551581287	glomeruli
LDB2	-0.3076112005544155	7.090944286676092	-1.7558163933406454	0.08054670917568826	0.3372536115297712	-4.823448403382814	glomeruli
MRRF	0.2812320612325068	6.202479179501839	1.5496461347846566	0.12270025874189723	0.4037406403890591	-4.823752574562839	glomeruli
ZBED1	0.31507967442506957	5.822229112448451	1.5151793258082698	0.13119883586032954	0.4171247011468777	-4.824895689350631	glomeruli
EIF3A	-0.21633462226878	7.574955457921367	-1.7208857803397035	0.08671316952097606	0.34723943385837375	-4.825033800543327	glomeruli
SMC6	0.3123012906533253	5.5776951454745	1.4657760010984577	0.1441733150338565	0.4342955852086251	-4.825418179190902	glomeruli
MVB12B	0.34211253989994833	5.536093088142992	1.4508016007034457	0.148295554332713	0.4403786746551421	-4.825907747258833	glomeruli
LNX1	0.3182017771314069	5.782520581739942	1.5027036986175262	0.13438588864148868	0.42218724664688234	-4.8259481724476885	glomeruli
SPANXC	0.36159073223046756	5.7418273716565364	1.47829214176036	0.1407961449407569	0.4304392045647942	-4.826345070962646	glomeruli
SHMT1	0.33933773025186853	6.447787982069933	1.566663114094441	0.11866713945231495	0.3969017255315987	-4.826387801173182	glomeruli
KRTAP7-1	0.31704084251809433	5.803744597370706	1.5147063550857174	0.13131857613888043	0.4171247011468777	-4.826427926231245	glomeruli
TADA2B	0.3024624899575041	5.769035530168293	1.4990415477472419	0.13533278544739039	0.423701895868383	-4.826640684881529	glomeruli
WDFY2	0.322020915800369	5.669447432565688	1.4676519378924084	0.14366319276986952	0.43375384506627196	-4.826817121783703	glomeruli
PIGR	0.5343888774961011	6.9417941812619395	1.5706385270379708	0.11774019320625953	0.3957304636155646	-4.82780770562195	glomeruli
DIABLO	0.28435063739390587	6.238309221702746	1.5892929061685013	0.11346674314564671	0.38953937016930684	-4.827903737652302	glomeruli
LEO1	0.31853395495234443	5.606615015385843	1.4739556830159508	0.1419592279847349	0.4324323020142532	-4.828130030111498	glomeruli
DMKN	0.33862400488849903	5.506165323519059	1.4110117441897314	0.15968950903510534	0.45525814340763165	-4.828308202613082	glomeruli
EVC2	0.3264609525784696	5.63592014123118	1.470720932037987	0.14283165035070228	0.4336408688213268	-4.829050584200022	glomeruli
DNMT3A	0.2967662234977624	5.845926377350773	1.5158877229959173	0.1310196530026747	0.41696765481143194	-4.8290885612190095	glomeruli
ARID1B	-0.273959135088986	6.546098501568615	-1.6278100945819962	0.10503273803827741	0.3768401778346497	-4.829847580211739	glomeruli
PDSS2	0.3105880556069885	5.689333640906504	1.488537183703818	0.13807763200094464	0.4276227590196025	-4.829888482113747	glomeruli
DOK6	0.32244983837360114	5.478352731579517	1.4292854483998547	0.15437658837784313	0.4479422535454314	-4.8304171353120156	glomeruli
ARL6IP4	-0.23900809133744627	7.358974818049336	-1.7042148990135186	0.08978864210132068	0.35286251930622614	-4.830825415358337	glomeruli
CDC20	0.34373239510514375	5.644008185367049	1.4599931490854323	0.14575464310243774	0.43590651333180186	-4.832218705191361	glomeruli
MEAF6	-0.22748553220101705	6.713689576308443	-1.6461226322546167	0.10120254541452496	0.3699589510123595	-4.832447981744311	glomeruli
H4C2	-0.3086964106422809	6.197748528147651	-1.5558363341156218	0.121220844876771	0.4017193101203766	-4.832575908591895	glomeruli
SFI1	0.2914165318037305	6.206337931596663	1.5684211316125745	0.11825651469513598	0.3963490405624411	-4.83286408950045	glomeruli
ST3GAL1	-0.2684741740206103	6.374536746223895	-1.6333864715878168	0.10385432183419449	0.37435339300981396	-4.832865764658978	glomeruli
BNC1	0.31318228464477965	5.715182286391046	1.4901481603880682	0.1376538921026661	0.4269697587397265	-4.83342941326739	glomeruli
FZD7	0.3162910186722418	5.706540479290729	1.4756634179081918	0.1415003119104113	0.43129639144000137	-4.833552032458382	glomeruli
SLC16A6	0.33400644094454557	5.546060628306714	1.4490204177717054	0.14879186223541732	0.4410265632583156	-4.833577747847684	glomeruli
PNKP	0.27498687315637316	5.997017007842502	1.5312764663691079	0.12717418715022089	0.4108270174616424	-4.8344187464958095	glomeruli
LENG9	0.323063459325012	5.704643112671334	1.4853837813944513	0.13891001004886683	0.428348579572582	-4.834793101995392	glomeruli
KRT28	0.3429207351160673	5.708908352653251	1.4870392892517195	0.1384725351309009	0.4282802974438323	-4.834906267784634	glomeruli
STOML1	0.3344324094616423	5.654307823792217	1.451527205075229	0.14809373770795028	0.44015530578996015	-4.835015590422975	glomeruli
BORCS8	0.31930286153918636	5.823942551593259	1.4856289402699048	0.13884515825587343	0.4282802974438323	-4.836029528007196	glomeruli
TBC1D2	0.30875330549112207	5.6251314714498	1.4693384838963972	0.14320576240989294	0.43375384506627196	-4.836329071872972	glomeruli
CLCNKA	0.47275833548930407	5.718628112747361	1.4003270296098353	0.1628598746783738	0.4579088961252295	-4.8365777935644605	glomeruli
HNRNPA3	-0.18743313592151517	8.238218572526918	-1.7725020794160657	0.07773028603607493	0.3329685213027592	-4.83687514059266	glomeruli
KCNH2	0.3254415258267319	5.955440024851218	1.5309946319220662	0.1272438104536489	0.4108270174616424	-4.837049216590163	glomeruli
TMEM160	0.27672831692275157	6.25345540865042	1.5613014003047985	0.11992644393895162	0.39954231887701225	-4.837213598297383	glomeruli
C15orf40	0.2878750773415356	5.941102976079642	1.514974948203024	0.13125056693179085	0.4171247011468777	-4.837232401812808	glomeruli
SH3YL1	0.3235068727493254	6.153091545254696	1.524707589954122	0.12880471404747465	0.41319134286048975	-4.837240708491068	glomeruli
DDIT3	0.46348796152920435	6.56815853467026	1.6099862510048046	0.10887113401143696	0.3830735901286631	-4.837320660219682	glomeruli
FGG	0.40992371340386785	5.539974723344239	1.4668242123069695	0.14388810354641574	0.4339578653724683	-4.837367684275053	glomeruli
WDR75	0.2869553904416173	5.779638399874763	1.5031956819556924	0.13425907395549116	0.42192102589334546	-4.837501167502053	glomeruli
CALU	-0.23381292970513026	6.824769290752122	-1.668833275989748	0.09660898167546712	0.36089029462820493	-4.83785870132293	glomeruli
HMGN2	0.2022416477577461	8.9528654523313	1.8178704093704987	0.07047865325459848	0.3206714767863492	-4.837900618431215	glomeruli
TUBB8	0.3610408590153539	5.636975615852089	1.4200351385053152	0.15704888432675107	0.45259937504426756	-4.838928063910543	glomeruli
HAUS1	0.2779069334859195	6.043519937291253	1.5323091125920287	0.1269193412134296	0.4108270174616424	-4.839218034729903	glomeruli
DUOX1	0.33009839396714313	5.70055692204768	1.4783628753732139	0.14077723479236942	0.4304392045647942	-4.839219820571633	glomeruli
DMTN	0.26686405956567927	6.360271394710365	1.554303873127696	0.1215857770599407	0.40250676794286866	-4.839408065881425	glomeruli
TOB1	0.36847923377340736	7.369699307061409	1.6898724022500557	0.09250480378701792	0.3548400566805093	-4.840125848859226	glomeruli
FAM229A	0.2902932974840123	5.798414959430042	1.4944950111162094	0.13651556430274442	0.4255449421286668	-4.840583105658342	glomeruli
DUSP8	0.2857619144776964	6.231081278763091	1.561357556412688	0.11991320016603407	0.39954231887701225	-4.841081851011603	glomeruli
AP4E1	0.3553286935509148	5.609829862838137	1.4716626960667911	0.14257722715364968	0.43352469190321374	-4.841575922376558	glomeruli
CLU	0.5622292798023679	7.679793759324271	1.6695048696153767	0.09647574186889356	0.36089029462820493	-4.841970255004351	glomeruli
OGDHL	0.47005848197695926	6.043406272090763	1.432789660512057	0.15337340189250773	0.4460755243957252	-4.842093209799453	glomeruli
CBFB	0.27246020246350416	6.5405809146967675	1.6065673510446365	0.10962001716302472	0.3839572239297282	-4.842218395116098	glomeruli
NKAIN4	0.37186202763546256	5.346582731411984	1.3775498277513487	0.16977757772133673	0.4659358372713642	-4.8426953064205644	glomeruli
NT5C2	-0.3233026623005572	6.116438578815824	-1.5615575402876187	0.11986604563429147	0.39954231887701225	-4.843639407811102	glomeruli
VCAN	0.4064531669210774	5.785180341760088	1.4992426095969886	0.13528066397875005	0.42367098637692235	-4.843650532962166	glomeruli
TMEM176A	0.42490441500855464	6.195493010469581	1.503886359711466	0.134081200630846	0.42151580300995206	-4.843986670615179	glomeruli
TNFRSF12A	0.5478361227443673	5.465021832802236	1.367889929875115	0.17277751456052765	0.46967007753130147	-4.844409192332477	glomeruli
NYNRIN	0.2863570197754777	6.237543758385195	1.5746469638105052	0.11681134922358412	0.3946165890836197	-4.845218110173308	glomeruli
PRKAB2	0.2762644254748812	5.994400736158893	1.5253906347684336	0.1286344103365046	0.41304702749102407	-4.845269994473963	glomeruli
RAB1B	-0.19878824207364348	7.872257930873961	-1.73696864130958	0.08382788944932182	0.342999643719126	-4.84534796711226	glomeruli
SHROOM3	-0.26389279487643275	5.857459237397672	-1.5232313233361234	0.12917339458658458	0.41372066782377925	-4.845892255473849	glomeruli
MTAP	0.28287692341683024	5.955105799117727	1.503859577715896	0.13408809449558706	0.42151580300995206	-4.8468095250851455	glomeruli
SH2B2	0.3247333322434807	5.56130897410912	1.450623902879755	0.1483450107094627	0.4403786746551421	-4.847652068490598	glomeruli
GPD2	0.3077934214961828	5.637336278551444	1.4512529673501335	0.14816998821196464	0.44025144941913524	-4.848175750729508	glomeruli
LTO1	0.3439706147499683	5.700083360841513	1.4489478091259387	0.14881212092934915	0.4410265632583156	-4.848751090122953	glomeruli
COBL	0.360166513926251	5.519697516478147	1.3924524590961733	0.16522684888095282	0.4613010857611251	-4.848877836677256	glomeruli
MSH5	0.2969460374868941	5.876915397260632	1.5007101701690244	0.13490069964022275	0.4230094484027998	-4.849113602982969	glomeruli
SLC9A8	0.3007045798726329	5.807610504626123	1.4994444314608206	0.13522836119830633	0.42367098637692235	-4.84930364241549	glomeruli
PQBP1	-0.30417479754602694	5.772762690597021	-1.5010760387872117	0.1348061025004071	0.4230094484027998	-4.849322476394495	glomeruli
SECISBP2L	-0.2503081315303702	6.617583616524427	-1.620668893547207	0.10655741753957584	0.37945944001664295	-4.8496114911208865	glomeruli
GALNT4	0.3197290617764193	5.631872744979789	1.448895653401697	0.14882667431852215	0.4410265632583156	-4.849691515660811	glomeruli
LRP12	0.2873471913739069	5.749932167166071	1.4718956302742283	0.1425143526558666	0.43346494644617234	-4.84990353473308	glomeruli
NUTF2	-0.28053498280807954	6.511434989295962	-1.599214650427072	0.11124445819655703	0.3861749581857761	-4.849936332102963	glomeruli
SOX4	0.41831181267313433	5.94221991608167	1.4623606772031081	0.14510563060175583	0.4356200079820992	-4.850732237958254	glomeruli
BLOC1S1	-0.24340080848273063	6.886646614537511	-1.642683066614844	0.10191328152599644	0.3709569463312858	-4.850859049545815	glomeruli
ZBTB7C	0.29690003860231784	5.821980183246343	1.5229794761589475	0.1292363728503858	0.4137874670956797	-4.851084538094909	glomeruli
C11orf80	0.31373182591309684	5.892016409980509	1.46859057159555	0.14340847450456648	0.43375384506627196	-4.851259130479655	glomeruli
ZNF652	0.312780184403346	5.7526493768810605	1.4840968152107012	0.13925083618031944	0.4288720470565858	-4.851445051728225	glomeruli
DDX1	-0.2603756038438065	6.4146381771145515	-1.5847572760742326	0.11449429936772756	0.39109725468798523	-4.851585706264697	glomeruli
RRAGB	-0.28340654165966234	5.640586178449657	-1.4711690802460495	0.14271053670145054	0.4336053274788252	-4.852026174344246	glomeruli
CHRNE	0.2995254464726871	5.846079297754987	1.5073925400039172	0.13318106765164187	0.42037763500493064	-4.852371420902143	glomeruli
TMEM258	-0.21483724385631436	7.171636945050399	-1.6713145089783954	0.09611745797552781	0.3603695669920175	-4.852824717381171	glomeruli
KLK11	0.33211170337965873	5.650766911625697	1.449321139866658	0.14870797969607258	0.4410265632583156	-4.852857149584738	glomeruli
SULT1A2	0.27960354169207985	6.374926908348677	1.5999506744710354	0.11108099061783837	0.38597372623551046	-4.853160492443008	glomeruli
ERCC8	0.297896427762289	5.728189020065436	1.4685703589156047	0.14341395596836468	0.43375384506627196	-4.853775868448774	glomeruli
RNF44	0.2637970176121062	5.956563847012258	1.5161375270555741	0.13095651285242751	0.41690987194756524	-4.854333939163375	glomeruli
EIF2AK2	-0.2610546266482709	6.321248467857706	-1.585699709331934	0.11428018442981376	0.39098910613058696	-4.854602413599998	glomeruli
GYPB	0.36668682703605876	5.318811594237022	1.357895375124929	0.17592321431185715	0.4741356092879198	-4.85588219433744	glomeruli
BAGE3	0.28590023839357864	7.2501715195223095	1.6661444227873548	0.0971439180717965	0.3615362856768138	-4.8559257964480995	glomeruli
FXYD4	0.6475339231044812	5.5858235214182255	1.326393722509186	0.18611946839337618	0.4846549023756885	-4.856062090920654	glomeruli
PMS1	0.31237690954800973	5.90289993775982	1.5166019488402576	0.13083918936476605	0.41690987194756524	-4.856445882729693	glomeruli
AKIRIN1	-0.2782552657487285	6.586344039511805	-1.6140839085040797	0.10797894955925125	0.3821376426817312	-4.856679795563505	glomeruli
PEX6	0.30197646481849905	5.721342199040654	1.4613044070075498	0.14539491092102974	0.4356200079820992	-4.856950358603469	glomeruli
SLC6A2	0.3436038982163599	5.592326958252512	1.4328647200633535	0.15335196857119354	0.4460755243957252	-4.857015772082168	glomeruli
PRRC2A	-0.23034890866199367	6.91026897655448	-1.647113402544574	0.10099855637808149	0.3699025441377858	-4.857981497427613	glomeruli
ZNF578	0.3191428752562361	6.492319418822865	1.5758639870648814	0.11653048758232434	0.39419617365705956	-4.857995409324305	glomeruli
USP30	0.31682926503612435	5.587106239323921	1.4327839547960175	0.1533750312585878	0.4460755243957252	-4.858131420289377	glomeruli
ACAD10	0.2785078839814576	6.062043096409743	1.4965317377834204	0.13598472145282664	0.42470352215828416	-4.858340806418894	glomeruli
DSN1	0.32046761085272024	5.618173034137799	1.4481191208428796	0.14904348526957226	0.4412778477364247	-4.858411552666526	glomeruli
RBPJ	0.23438623576046666	6.848200560261891	1.6289690063101814	0.10478695765786307	0.37636232499751104	-4.8584587198375715	glomeruli
KLHL20	0.3070241371936542	5.751766208284956	1.4804080256762129	0.14023132779027872	0.429982701111624	-4.858499219146731	glomeruli
CLPB	0.320069356592392	5.730704306499824	1.4618831857338477	0.14523634598003196	0.4356200079820992	-4.8597420137571845	glomeruli
YBX3	-0.28279562615718634	7.471647309008228	-1.7173452760878558	0.08735906273882979	0.34860194235773384	-4.859886014693523	glomeruli
KDELR3	0.28169472414189156	6.10191958194751	1.5665413618895534	0.11869561906331122	0.3969017255315987	-4.860255198194958	glomeruli
ATP6V0E1	-0.26759442709524456	7.625461580449776	-1.6980658278594054	0.09094512166349719	0.3537202960380649	-4.860469022710965	glomeruli
CRTC2	0.2675471789730578	6.1222540827035745	1.5460444563440754	0.12356754880543093	0.40507858104637506	-4.861030617080434	glomeruli
COMTD1	0.33350348983745975	5.790267888714363	1.4644766739337705	0.1445274590838256	0.43459028271443323	-4.86234753886328	glomeruli
SLC31A1	0.26478865911583793	6.1680388449814	1.5350538888021894	0.12624390578835712	0.40936719614549955	-4.862578960108897	glomeruli
CCN1	0.4768544345219677	7.112389879056012	1.6275546534773626	0.10508697355812507	0.3768999180403714	-4.862991635897828	glomeruli
FUT6	0.39941246833482014	5.624008832889174	1.3959544769870997	0.16417099658014953	0.4596054588793242	-4.863154890306405	glomeruli
OXR1	-0.25563275986549516	6.510970754786426	-1.5931845926846866	0.11259091672454724	0.3881112510040524	-4.863701009188957	glomeruli
FMNL3	0.3217320447549979	5.8988073888897645	1.5288963143839154	0.12776311009272315	0.41196413762373885	-4.863895779043484	glomeruli
MAP4	-0.22595995122022683	7.374846076118676	-1.6913088466809645	0.09222981248768694	0.3548400566805093	-4.864237816039567	glomeruli
HSD3B2	0.30306033827424717	6.078329436933897	1.5062769434893988	0.13346695964943733	0.4211474736829948	-4.866088349622957	glomeruli
NACC2	-0.27356188636552387	6.206078867669169	-1.5673616514699094	0.11850384566406111	0.3967667100898895	-4.8662641159159135	glomeruli
LMF2	0.23836536638241712	6.210608783165957	1.5538245805165425	0.121700090709676	0.40250676794286866	-4.8667854910346655	glomeruli
HMG20A	0.2721444682537913	5.9602071424420195	1.5130187226120928	0.13174652336292578	0.4181017123838541	-4.867270392827839	glomeruli
ANKS1A	-0.3092338132234075	5.946947859721615	-1.5536082247976257	0.12175172032972605	0.40250676794286866	-4.867374457206142	glomeruli
C15orf39	0.329227037150411	5.460499195800406	1.415405247993354	0.15839959132137574	0.4536951448786721	-4.867392699920054	glomeruli
BLNK	0.43712159922233657	5.4845717714091	1.3128695537205766	0.19062941977658987	0.48926665329787045	-4.867491306569932	glomeruli
PEMT	0.31489302486060644	5.778688021868256	1.4711015425346783	0.1427287839267802	0.4336053274788252	-4.867940967212543	glomeruli
SLC30A2	0.3280632090661387	5.57690074032052	1.419096373486638	0.15732204312769968	0.45259937504426756	-4.868925052039834	glomeruli
SPATS2	0.31140899376191067	5.6489626430735065	1.4567289207304883	0.14665313551827244	0.43690957901878674	-4.869348018347698	glomeruli
DUS3L	0.29337524718449176	5.7958786990670275	1.4619758629596629	0.14521096808391737	0.4356200079820992	-4.869785969625498	glomeruli
TRMT1	0.32721923161894734	5.657889471682612	1.4451641021508737	0.14987075849965292	0.4430731032531013	-4.869926793721519	glomeruli
ELFN2	0.3151273581681037	5.546485692694858	1.4408699414038522	0.1510792126312645	0.4435077120217566	-4.870003768874344	glomeruli
CYP2R1	0.3184774919661847	5.8159830268049655	1.4672181785039606	0.14378102060601944	0.43376536541430893	-4.870990895222224	glomeruli
PTCD3	0.27436348605700756	6.0718490697400975	1.5042458168686432	0.13398870066813182	0.4214675941969968	-4.871405419133933	glomeruli
ATP5MC2	-0.5924073835523559	10.09773467441655	-1.8682990416394247	0.06308350907591097	0.3038431455394982	-4.871638810012755	glomeruli
VTA1	0.3004867850777437	5.781311388564056	1.493444108968914	0.13679009562838257	0.4260247743926461	-4.871890702656234	glomeruli
TMEM176B	0.3831923134218941	6.316238736891637	1.490757754446733	0.13749381234905952	0.4269205658268706	-4.87194142421944	glomeruli
EDF1	-0.23398080241120722	7.791669369626797	-1.7087036043974524	0.08895198466337974	0.3518779101397917	-4.872160392498732	glomeruli
LRR1	0.33524356761654484	5.545746353172253	1.4363507657943146	0.1523590501780481	0.4454508224356703	-4.8723488466288	glomeruli
FRAT2	0.3072231540708677	5.765499115881149	1.4634450910417787	0.14480910464608537	0.4352954740380528	-4.8733016106344875	glomeruli
RELA	0.25827832558126784	6.629280852304958	1.599212248727694	0.11124499191581899	0.3861749581857761	-4.873716361107126	glomeruli
FANCC	0.2766317182992212	6.179428453761685	1.5399545939961925	0.12504495196463392	0.40752381485256706	-4.874580130300047	glomeruli
